Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,RFM_sum,Segment,KMeans_Cluster,DBSCAN_Cluster,BGNBD_repeat_freq,BGNBD_recency_days,BGNBD_age_days,BGNBD_avg_order_value,predicted_purchases_6m,expected_avg_value,CLV_6m,CLV_Bucket,gross_vs_net_gap
14058,463.0,2.0,469.19,1,2,2,122,5,Hibernating/Lost,0,3,1.0,68.0,531.0,147.96,0.2836119029967297,161.33835391841447,45.75747758116141,Low,-321.23
14059,267.0,1.0,183.6,2,1,1,211,4,Hibernating/Lost,0,2,0.0,0.0,267.0,0.0,0.35626553529821753,470.98914615257866,167.79720027369885,Low,-183.6
14060,5.0,30.0,9503.14,5,5,5,555,15,Champions,1,-1,27.0,634.0,639.0,346.34555555555556,6.998204471796661,346.9122785974815,2427.763059402064,High,-151.8099999999995
14061,507.0,3.0,917.4300000000001,1,3,3,133,7,At Risk,0,0,2.0,231.0,739.0,271.5,0.3981066204085645,278.79781392222696,110.99125547787361,Low,-374.43000000000006
14062,10.0,24.0,25434.83,5,5,5,555,15,Champions,2,-1,21.0,720.0,730.0,1177.6471428571429,4.850765896390776,1178.786310806553,5718.0164355927245,High,-704.2400000000016
14063,438.0,9.0,-3767.1999999999994,1,5,1,151,7,Can't Lose Them,0,-1,6.0,45.0,732.0,1169.8233333333335,0.00021489616014553703,1173.8018118019259,0.2522455021281082,Low,10786.14
14064,29.0,15.0,3039.75,4,5,5,455,14,Champions,1,1,13.0,658.0,688.0,224.63615384615383,3.212465757503831,225.71657909497216,725.1067812435032,Medium,-119.48000000000002
14065,389.0,3.0,889.37,2,3,3,233,8,At Risk,0,0,2.0,42.0,432.0,290.075,0.3099928165050551,297.469564901757,92.21342824842894,Low,-309.22
14066,267.0,1.0,152.55,2,1,1,211,4,Hibernating/Lost,0,2,0.0,0.0,267.0,0.0,0.35626553529821753,470.98914615257866,167.79720027369885,Low,-152.55
14067,64.0,2.0,374.7,3,2,2,322,7,Potential Loyalists,3,3,1.0,33.0,97.0,150.03,1.5758016624992162,163.43003070471661,257.53331408679037,Low,-224.67
14068,320.0,4.0,1504.97,2,3,4,234,9,At Risk,0,1,3.0,357.0,678.0,346.8666666666666,0.7433450974793026,351.9846964641074,261.64609850433465,Low,-464.3700000000001
14069,515.0,2.0,230.06,1,2,1,121,4,Hibernating/Lost,0,3,1.0,47.0,562.0,110.44,0.22551520495657296,123.42544907684147,27.834315445420962,Low,-119.62
14070,685.0,1.0,326.55,1,1,2,112,4,Hibernating/Lost,0,2,0.0,0.0,685.0,0.0,0.15921815712074425,470.98914615257866,74.99002387428645,Low,-326.55
14071,4.0,8.0,1307.41,5,4,4,544,13,Champions,1,1,5.0,261.0,265.0,216.402,2.99935183634432,219.19759393717436,657.4507058977205,Medium,-225.4000000000001
14072,667.0,1.0,390.85,1,1,2,112,4,Hibernating/Lost,0,2,0.0,0.0,667.0,0.0,0.16309971699718828,470.98914615257866,76.81819644623293,Low,-390.85
14073,32.0,1.0,139.54,4,1,1,411,6,New Customers,3,2,0.0,0.0,33.0,0.0,1.1752764695789877,470.98914615257866,553.5424609002245,Medium,-139.54
14074,623.0,1.0,219.39999999999998,1,1,1,111,3,Hibernating/Lost,0,2,0.0,0.0,624.0,0.0,0.17318647549489605,470.98914615257866,81.56895021851558,Low,-219.39999999999998
14075,5.0,6.0,1734.87,5,4,4,544,13,Champions,3,1,5.0,537.0,542.0,344.974,1.6414109739568985,348.0366348466932,571.2711517763921,Medium,-10.0
14076,129.0,1.0,122.47,3,1,1,311,5,Potential Loyalists,0,2,0.0,0.0,130.0,0.0,0.6006990184031485,470.98914615257866,282.9227177723911,Medium,-122.47
14077,41.0,6.0,615.0799999999999,4,4,3,443,11,Champions,3,1,5.0,355.0,396.0,99.88399999999999,2.136209365753824,102.43758889178878,218.8281367958791,Low,-115.65999999999997
14078,102.0,9.0,1692.6299999999999,3,5,4,354,12,Loyal Customers,3,1,8.0,520.0,622.0,166.02,2.1733776137479337,167.70053593259354,364.47659060942976,Medium,-364.4699999999998
14079,125.0,2.0,618.73,3,2,3,323,8,Potential Loyalists,0,3,1.0,558.0,683.0,375.1,0.36776205229954345,390.8569361602825,143.74234899781712,Low,-243.63
14080,33.0,5.0,1075.73,4,4,3,443,11,Champions,3,1,4.0,705.0,738.0,220.2025,1.017311746874212,223.70867991632855,227.58146795660417,Low,-194.92000000000007
14081,302.0,10.0,5250.05,2,5,5,255,12,Can't Lose Them,1,1,7.0,427.0,730.0,654.0114285714286,1.21823290134552,656.6559293045239,799.9598579423888,Medium,-671.9700000000003
14082,365.0,2.0,413.36,2,2,2,222,6,Hibernating/Lost,0,3,1.0,28.0,393.0,182.25,0.34204565331349396,195.98743459585418,67.03665010757462,Low,-231.11
14083,4.0,11.0,1407.26,5,5,4,554,14,Champions,1,1,9.0,717.0,722.0,149.23222222222225,2.177404812682517,150.7064635420282,328.14897901877447,Medium,-64.16999999999985
14084,512.0,1.0,150.5,1,1,1,111,3,Hibernating/Lost,0,2,0.0,0.0,513.0,0.0,0.20609508177030963,470.98914615257866,97.06854658924401,Low,-150.5
14085,2.0,33.0,10092.22,5,5,5,555,15,Champions,1,-1,29.0,729.0,732.0,334.07344827586206,6.637023899409696,334.5966859065267,2220.7262010248974,High,-404.09000000000015
14086,463.0,1.0,39.95,1,1,1,111,3,Hibernating/Lost,0,2,0.0,0.0,463.0,0.0,0.22539281731179991,470.98914615257866,106.15757057460878,Low,-39.95
14087,3.0,3.0,803.47,5,3,3,533,11,Loyal Customers,3,0,2.0,733.0,736.0,304.765,0.5758049742630912,312.23608021208247,179.78708813052663,Low,-193.94000000000005
14088,10.0,16.0,62400.02,5,5,5,555,15,Champions,2,-1,13.0,411.0,422.0,3931.754615384615,4.960676937393594,3935.792642971644,19524.195794352814,High,-11287.21
14089,57.0,1.0,161.0,4,1,1,411,6,New Customers,3,2,0.0,0.0,57.0,0.0,0.9496012072289162,470.98914615257866,447.2518617782051,Medium,-161.0
14090,325.0,1.0,76.32000000000001,2,1,1,211,4,Hibernating/Lost,0,2,0.0,0.0,325.0,0.0,0.3039986065030653,470.98914615257866,143.18004410845248,Low,-76.32000000000001
14091,654.0,2.0,9530.08,1,2,5,125,8,Hibernating/Lost,0,-1,1.0,44.0,699.0,4010.08,0.14952134015338284,4063.9020012194774,607.6400734743507,Medium,-5520.0
14092,8.0,24.0,7209.74,5,5,5,555,15,Champions,1,-1,21.0,716.0,724.0,337.7738095238095,4.888606709276679,338.49830119563853,1654.7850663037568,High,-116.48999999999978
14093,12.0,1.0,442.85,5,1,2,512,8,New Customers,3,2,0.0,0.0,13.0,0.0,1.4671892492562184,470.98914615257866,691.0302117514292,Medium,-442.85
14094,440.0,1.0,334.27,1,1,2,112,4,Hibernating/Lost,0,2,0.0,0.0,440.0,0.0,0.23553973815669177,470.98914615257866,110.9366601594222,Low,-334.27
14095,723.0,1.0,2.95,1,1,1,111,3,Hibernating/Lost,0,2,0.0,0.0,723.0,0.0,0.151601826277843,470.98914615257866,71.40281471377283,Low,-2.95
14096,4.0,17.0,57120.909999999996,5,5,5,555,15,Champions,2,-1,16.0,97.0,102.0,4071.434375,17.388498398722145,4074.8053122554957,70854.74564725917,High,8022.040000000001
14097,481.0,2.0,422.85999999999996,1,2,2,122,5,Hibernating/Lost,0,3,1.0,164.0,646.0,290.86,0.29724153491927874,305.73478520468257,90.87707683245584,Low,-131.99999999999994
14098,37.0,1.0,147.35,4,1,1,411,6,New Customers,3,2,0.0,0.0,37.0,0.0,1.130421845773504,470.98914615257866,532.4164199330846,Medium,-147.35
14099,16.0,20.0,5700.51,5,5,5,555,15,Champions,1,1,19.0,713.0,730.0,282.9089473684211,4.39720986276282,283.67980113708325,1247.399619426578,High,-325.2399999999998
14100,138.0,1.0,194.9,3,1,1,311,5,Potential Loyalists,0,2,0.0,0.0,138.0,0.0,0.5775112308375357,470.98914615257866,272.00152150569573,Low,-194.9
14101,74.0,13.0,9942.13,3,5,5,355,13,Loyal Customers,1,-1,12.0,548.0,622.0,775.4341666666666,3.20988394821847,777.080792548355,2494.3391624698515,High,-636.9200000000001
14102,5.0,5.0,1314.73,5,4,4,544,13,Champions,3,1,4.0,39.0,45.0,234.79500000000002,7.211602875368353,238.33908493171012,1718.806830206183,High,-375.54999999999995
14104,155.0,5.0,771.5799999999999,3,4,3,343,10,Loyal Customers,0,1,4.0,406.0,561.0,153.2775,1.2467968843765922,156.60983765801706,195.26065765473956,Low,-158.4699999999999
14105,239.0,5.0,5703.9800000000005,2,4,5,245,11,Can't Lose Them,0,-1,4.0,482.0,722.0,1335.6325000000002,0.9660360365637806,1342.036085522431,1296.4552209836602,High,-361.4499999999998
14106,737.0,1.0,214.79999999999998,1,1,1,111,3,Hibernating/Lost,0,2,0.0,0.0,738.0,0.0,0.14879237389849828,470.98914615257866,70.07959313646893,Low,-214.79999999999998
14107,52.0,11.0,4853.7,4,5,5,455,14,Champions,1,1,10.0,679.0,731.0,471.404,2.3605119263617502,473.06488862462527,1116.675311541421,High,-139.65999999999985
14108,31.0,4.0,1041.21,4,3,3,433,10,Loyal Customers,3,1,3.0,708.0,739.0,264.21999999999997,0.794253940079263,269.0515412579528,213.6952467285274,Low,-248.55000000000018
14109,73.0,1.0,80.2,3,1,1,311,5,Potential Loyalists,0,2,0.0,0.0,73.0,0.0,0.842115185657118,470.98914615257866,396.62711225476625,Medium,-80.2
14110,4.0,33.0,12957.6,5,5,5,555,15,Champions,1,12,31.0,735.0,739.0,409.7706451612903,7.023556085072315,410.285428403119,2881.662717277228,High,-254.71000000000095
14111,14.0,4.0,688.6,5,3,3,533,11,Loyal Customers,3,1,3.0,227.0,242.0,199.55000000000004,2.0582456257515123,204.15736750000318,420.2060086218255,Medium,-89.94999999999993
14112,23.0,13.0,5524.51,4,5,5,455,14,Champions,1,1,8.0,632.0,655.0,598.8925,2.1252941044556355,601.1345146343899,1277.587639937269,High,-733.3699999999999
14113,4.0,16.0,6156.75,5,5,5,555,15,Champions,1,1,13.0,728.0,732.0,498.52076923076925,3.0477757436500883,499.81970429719,1523.3383709553354,High,324.02000000000044
14114,274.0,7.0,1364.09,2,4,4,244,10,Can't Lose Them,0,1,6.0,333.0,607.0,175.05666666666664,1.2652224573868232,177.31398584035702,224.34163689398886,Low,-313.75
14115,502.0,2.0,622.6700000000001,1,2,3,123,6,Hibernating/Lost,0,3,1.0,165.0,667.0,504.87,0.2852779820185987,521.985871695755,148.91107611958418,Low,-117.80000000000007
14116,20.0,5.0,1382.74,4,4,4,444,12,Champions,3,1,4.0,102.0,122.0,265.6925,4.258443446231538,269.31684329818273,1146.8705463029123,High,-319.97
14117,144.0,1.0,90.0,3,1,1,311,5,Potential Loyalists,0,2,0.0,0.0,144.0,0.0,0.5612674561622893,470.98914615257866,264.35087994110654,Low,-90.0
14118,429.0,1.0,458.45,1,1,2,112,4,Hibernating/Lost,0,2,0.0,0.0,429.0,0.0,0.24072315478287643,470.98914615257866,113.37799313034199,Low,-458.45
14119,376.0,2.0,163.47,2,2,1,221,5,Hibernating/Lost,0,3,1.0,343.0,719.0,116.89,0.32137730817887583,129.94299268633364,41.76072920624125,Low,-46.58
14121,4.0,4.0,2740.3,5,3,4,534,12,Loyal Customers,3,1,3.0,56.0,60.0,849.0166666666668,4.9834975849053755,855.8753621909431,4265.252800458578,High,-193.25
14122,406.0,3.0,309.77,2,3,2,232,7,At Risk,0,0,2.0,331.0,738.0,136.36,0.4852540181032234,142.953914736564,69.36896152950328,Low,-37.049999999999955
14123,733.0,1.0,436.18,1,1,2,112,4,Hibernating/Lost,0,2,0.0,0.0,734.0,0.0,0.14953132253563808,470.98914615257866,70.42762992412602,Low,-436.18
14124,84.0,1.0,419.58000000000004,3,1,2,312,6,Potential Loyalists,0,2,0.0,0.0,85.0,0.0,0.7763137868811056,470.98914615257866,365.6353676296069,Medium,-419.58000000000004
14125,11.0,3.0,2740.43,5,3,4,534,12,Loyal Customers,3,-1,2.0,68.0,79.0,722.5,3.1070530217420824,732.1469224965499,2274.8193079020716,High,-1295.4299999999998
14126,8.0,4.0,1109.96,5,3,3,533,11,Loyal Customers,3,1,1.0,434.0,445.0,643.6300000000001,0.5475232758933647,662.1989494094189,362.56933807378954,Medium,-466.3299999999999
14127,123.0,6.0,1900.0800000000002,3,4,4,344,11,Loyal Customers,3,1,5.0,303.0,426.0,283.392,1.9140496912553693,286.3267305340124,548.0435901767858,Medium,-483.1200000000001
14128,61.0,3.0,909.36,3,3,3,333,9,Loyal Customers,3,0,2.0,491.0,552.0,318.75,0.738532022401532,326.2939234125524,240.9785111552029,Low,-271.86
14129,2.0,9.0,2591.34,5,5,4,554,14,Champions,1,1,7.0,578.0,580.0,311.63142857142856,2.100047149391995,313.76829132425996,658.9282057651093,Medium,-409.9200000000001
14130,319.0,4.0,1882.67,2,3,4,234,9,At Risk,0,1,3.0,409.0,729.0,508.1166666666666,0.7147685511998977,513.793657628007,367.24354827846685,Medium,-358.32000000000016
14131,649.0,1.0,187.87,1,1,1,111,3,Hibernating/Lost,0,2,0.0,0.0,649.0,0.0,0.16717541616890327,470.98914615257866,78.73780651909374,Low,-187.87
14132,2.0,11.0,3580.13,5,5,5,555,15,Champions,1,1,10.0,181.0,184.0,327.91700000000003,7.50724018933915,329.4290337081899,2473.1028813892844,High,-300.96000000000004
14133,130.0,4.0,895.8399999999999,3,3,3,333,9,Loyal Customers,0,1,2.0,604.0,734.0,302.82,0.566170316857234,310.2809493558141,175.67186341154462,Low,-290.19999999999993
14134,383.0,15.0,11123.35,2,5,5,255,12,Can't Lose Them,1,-1,10.0,347.0,730.0,1046.219,0.25841155939620264,1048.4762077252462,270.9383718280978,Low,-661.1599999999999
14135,2.0,24.0,9605.05,5,5,5,555,15,Champions,1,4,22.0,736.0,738.0,404.71000000000004,5.029817546608558,405.4330906365584,2039.2544732594993,High,-701.4299999999985
14136,401.0,5.0,1553.96,2,4,4,244,10,Can't Lose Them,0,1,4.0,331.0,732.0,317.00750000000005,0.7124845959938128,320.76513751537,228.54021941153817,Low,-285.92999999999984
14137,696.0,1.0,294.1,1,1,2,112,4,Hibernating/Lost,0,2,0.0,0.0,696.0,0.0,0.15693580257215703,470.98914615257866,73.91505965422989,Low,-294.1
14138,2.0,2.0,982.3800000000001,5,2,3,523,10,New Customers,3,3,1.0,62.0,64.0,344.17,2.1176365708159293,359.6030409910434,761.5085505792531,Medium,-638.21
14139,46.0,4.0,1086.8,4,3,3,433,10,Loyal Customers,3,1,3.0,496.0,543.0,247.49333333333334,1.0436472645923063,252.26689284202627,263.27765266178113,Low,-344.31999999999994
14140,4.0,2.0,920.05,5,2,3,523,10,New Customers,3,3,1.0,28.0,32.0,394.06,2.7895130003284168,410.0154829565571,1143.7435200432503,High,-525.99
14141,3.0,4.0,879.0300000000001,5,3,3,533,11,Loyal Customers,3,1,3.0,103.0,106.0,209.99,3.671318818659554,214.63355698559144,787.9882168770396,Medium,-249.06000000000006
14142,373.0,2.0,967.75,2,2,3,223,7,Hibernating/Lost,0,3,1.0,273.0,647.0,623.62,0.34472213219151343,641.9794071418315,221.30451005297587,Low,-344.13
14143,134.0,1.0,115.8,3,1,1,311,5,Potential Loyalists,0,2,0.0,0.0,134.0,0.0,0.5888757923691408,470.98914615257866,277.3541066378648,Low,-115.8
14144,486.0,1.0,30.599999999999998,1,1,1,111,3,Hibernating/Lost,0,2,0.0,0.0,487.0,0.0,0.21569777119030908,470.98914615257866,101.59130907993796,Low,-30.599999999999998
14145,47.0,7.0,7006.05,4,4,5,445,13,Champions,1,1,5.0,564.0,611.0,1124.49,1.4655861577706621,1129.1716705747249,1654.898370141091,High,-1383.6000000000004
14146,9.0,12.0,8208.87,5,5,5,555,15,Champions,1,1,7.0,687.0,696.0,1065.7085714285715,1.7807112661269353,1068.963484878766,1903.5153206019284,High,-748.9099999999999
14147,78.0,9.0,2019.3,3,5,4,354,12,Loyal Customers,1,1,6.0,562.0,641.0,390.3333333333333,1.6433794850470596,392.9631272272015,645.7875416651206,Medium,322.70000000000005
14148,234.0,2.0,466.29,2,2,2,222,6,Hibernating/Lost,0,3,1.0,181.0,415.0,157.2,0.5204273888849104,170.675114065966,88.82400396098492,Low,-309.09000000000003
14149,221.0,1.0,259.43,2,1,1,211,4,Hibernating/Lost,0,2,0.0,0.0,221.0,0.0,0.4125673948254212,470.98914615257866,194.31476501921892,Low,-259.43
14150,36.0,2.0,658.64,4,2,3,423,9,New Customers,3,3,1.0,324.0,360.0,352.46000000000004,0.6511075681985102,367.9798528550263,239.5944671384818,Low,-306.17999999999995
14151,673.0,2.0,666.7,1,2,3,123,6,Hibernating/Lost,0,3,1.0,43.0,717.0,327.4,0.14122816164341306,342.6574276063637,48.39287857430764,Low,-339.30000000000007
14152,75.0,7.0,1975.44,3,4,4,344,11,Loyal Customers,3,1,5.0,584.0,660.0,339.206,1.3601333075407023,342.25665485131236,465.51467599073203,Medium,-279.40999999999985
14153,483.0,1.0,233.4,1,1,1,111,3,Hibernating/Lost,0,2,0.0,0.0,484.0,0.0,0.21686373821952676,470.98914615257866,102.14046689547125,Low,-233.4
14154,239.0,8.0,6263.6,2,4,5,245,11,Can't Lose Them,1,-1,4.0,456.0,696.0,1438.79,0.9923442851368213,1445.4615441740823,1434.3955027461955,High,-508.4400000000005
14155,266.0,1.0,118.75,2,1,1,211,4,Hibernating/Lost,0,2,0.0,0.0,267.0,0.0,0.35626553529821753,470.98914615257866,167.79720027369885,Low,-118.75
14156,10.0,156.0,296564.69,5,5,5,555,15,Champions,2,-1,115.0,729.0,739.0,2648.259304347826,25.655338348665506,2648.5997802065353,67950.72351139976,High,7985.130000000005
14157,20.0,5.0,970.33,4,4,3,443,11,Champions,3,1,4.0,627.0,647.0,212.48250000000002,1.1478772180871135,215.96862668907173,247.905466397946,Low,-120.39999999999998
14158,40.0,1.0,507.66,4,1,2,412,7,New Customers,3,2,0.0,0.0,41.0,0.0,1.0888964513854604,470.98914615257866,512.8584098866108,Medium,-507.66
14159,20.0,20.0,7571.88,4,5,5,455,14,Champions,1,1,18.0,717.0,737.0,419.13111111111107,4.134839645471587,420.0232887437444,1736.728946318994,High,-27.520000000001346
14160,610.0,7.0,8421.47,1,4,5,145,10,Can't Lose Them,0,-1,6.0,88.0,699.0,794.515,0.002729168805924495,797.8441147051931,2.1774512698438575,Low,-3654.379999999999
14161,216.0,7.0,3318.88,2,4,5,245,11,Can't Lose Them,0,1,6.0,511.0,727.0,468.9583333333333,1.3666096531935341,471.7241653093933,644.6627979564794,Medium,-505.1300000000001
14162,174.0,2.0,289.36,3,2,2,322,7,Potential Loyalists,0,3,1.0,119.0,293.0,111.68,0.6957429473463348,124.67843420486788,86.74414128422086,Low,-177.68
14163,87.0,5.0,2594.62,3,4,4,344,11,Loyal Customers,3,1,4.0,375.0,463.0,611.4775,1.5123441770606323,616.0000434519405,931.6040787836388,High,-148.71000000000004
14164,71.0,2.0,1631.77,3,2,4,324,9,Potential Loyalists,3,3,1.0,10.0,81.0,358.0,1.677422648719092,373.57786705604747,626.6479752599839,Medium,-1273.77
14165,276.0,1.0,122.53999999999999,2,1,1,211,4,Hibernating/Lost,0,2,0.0,0.0,276.0,0.0,0.34700479356435426,470.98914615257866,163.43549143172703,Low,-122.53999999999999
14166,505.0,2.0,256.85,1,2,1,121,4,Hibernating/Lost,0,3,1.0,121.0,627.0,144.9,0.2767867934291429,158.2463099734461,43.80048870954435,Low,-111.95000000000002
14167,39.0,8.0,1296.49,4,4,4,444,12,Champions,3,1,7.0,642.0,682.0,163.50571428571428,1.8058580420597843,165.42295486895298,298.7303733913915,Medium,-151.95000000000005
14168,421.0,2.0,305.9,1,2,2,122,5,Hibernating/Lost,0,3,1.0,144.0,565.0,67.5,0.3398414060426537,80.0357866595402,27.199474272108006,Low,-238.39999999999998
14169,431.0,2.0,624.4300000000001,1,2,3,123,6,Hibernating/Lost,0,3,1.0,14.0,445.0,145.2,0.2416674338162444,158.54945153667828,38.31623908584204,Low,-479.2300000000001
14170,375.0,3.0,597.33,2,3,2,232,7,At Risk,0,0,2.0,20.0,396.0,217.68,0.24683818121581957,224.6974834932468,55.463918149244684,Low,-161.97000000000003
14171,98.0,2.0,498.79,3,2,2,322,7,Potential Loyalists,0,3,1.0,632.0,731.0,363.79,0.34789549587314544,379.4284992264288,132.00146588678183,Low,-135.0
14172,605.0,3.0,389.97,1,3,2,132,6,At Risk,0,0,2.0,37.0,643.0,136.20999999999998,0.0947022479651398,142.8031334365947,13.523777752911338,Low,-117.55000000000007
14173,11.0,6.0,566.95,5,4,2,542,11,Champions,3,1,4.0,720.0,731.0,140.6,1.0288818060007519,143.89940698592525,148.05548174211597,Low,-4.550000000000068
14174,33.0,1.0,134.46,4,1,1,411,6,New Customers,3,2,0.0,0.0,34.0,0.0,1.163728872765088,470.98914615257866,548.1036681367317,Medium,-134.46
14175,60.0,8.0,7350.44,3,4,5,345,12,Loyal Customers,1,1,7.0,568.0,628.0,975.2742857142857,1.936057235849316,978.3951145855134,1894.2289411129038,High,-523.5199999999995
14176,297.0,5.0,913.11,2,4,3,243,9,Can't Lose Them,0,1,3.0,84.0,382.0,245.48333333333335,0.6244730927642875,250.2499253261228,156.2743448324359,Low,-176.65999999999997
14177,86.0,13.0,2224.39,3,5,4,354,12,Loyal Customers,1,1,8.0,565.0,652.0,219.45,2.1009164078463964,221.1998399586912,464.7223731822113,Medium,-468.78999999999996
14178,9.0,7.0,1620.93,5,4,4,544,13,Champions,3,1,6.0,174.0,183.0,237.26,4.676872182227111,239.62494425696676,1120.69523596313,High,-197.37000000000012
14179,41.0,2.0,719.78,4,2,3,423,9,New Customers,3,3,1.0,12.0,53.0,168.1,2.1804695218566064,181.68925753006906,396.1678884930715,Medium,-551.68
14180,11.0,33.0,6110.75,5,5,5,555,15,Champions,1,-1,31.0,538.0,549.0,202.17580645161289,9.166734560399059,202.62116717137712,1857.374455778258,High,156.69999999999982
14181,411.0,2.0,310.55,1,2,2,122,5,Hibernating/Lost,0,3,1.0,152.0,563.0,94.45,0.3473544811713316,107.26800375656558,37.260021791146286,Low,-216.10000000000002
14182,444.0,4.0,660.07,1,3,3,133,7,At Risk,0,1,3.0,153.0,597.0,173.82333333333335,0.4137088264331865,178.34152125167284,73.78146146133876,Low,-138.60000000000002
14183,411.0,2.0,286.29,1,2,2,122,5,Hibernating/Lost,0,3,1.0,70.0,482.0,146.71,0.33094347779055244,160.07526407161367,52.9758646001009,Low,-139.58
14184,67.0,1.0,452.89,3,1,2,312,6,Potential Loyalists,3,2,0.0,0.0,67.0,0.0,0.8794209617072207,470.98914615257866,414.19772786316344,Medium,-452.89
14185,331.0,1.0,197.65,2,1,1,211,4,Hibernating/Lost,0,2,0.0,0.0,332.0,0.0,0.2987115886043623,470.98914615257866,140.68991606264896,Low,-197.65
14186,427.0,5.0,1550.63,1,4,4,144,9,Can't Lose Them,0,1,4.0,217.0,645.0,336.5725,0.501488997172248,340.38095893911094,170.69730575490289,Low,-204.34000000000015
14187,474.0,1.0,123.5,1,1,1,111,3,Hibernating/Lost,0,2,0.0,0.0,474.0,0.0,0.22084312080124469,470.98914615257866,104.01471289984902,Low,-123.5
14188,31.0,6.0,2018.91,4,4,4,444,12,Champions,3,1,5.0,280.0,311.0,331.27200000000005,2.615833559262549,334.3061761267369,874.4893145810547,High,-362.54999999999995
14189,2.0,16.0,5764.62,5,5,5,555,15,Champions,1,1,14.0,386.0,389.0,354.6657142857143,5.717885649018272,355.7652334595911,2034.224922818231,High,-799.3000000000002
14190,666.0,1.0,79.9,1,1,1,111,3,Hibernating/Lost,0,2,0.0,0.0,667.0,0.0,0.16309971699718828,470.98914615257866,76.81819644623293,Low,-79.9
14191,2.0,15.0,4713.41,5,5,5,555,15,Champions,1,1,14.0,727.0,729.0,342.98285714285714,3.2850365570811335,344.07372179742646,1130.2947544355095,High,88.35000000000036
14192,388.0,1.0,293.74,2,1,2,212,5,Hibernating/Lost,0,2,0.0,0.0,389.0,0.0,0.2616658799210825,470.98914615257866,123.24178936129381,Low,-293.74
14193,68.0,3.0,1210.19,3,3,4,334,10,Loyal Customers,3,0,2.0,329.0,397.0,426.695,0.9769707436625968,434.8011729137836,424.7880252469485,Medium,-356.80000000000007
14194,5.0,36.0,18442.87,5,5,5,555,15,Champions,2,-1,24.0,698.0,703.0,749.19875,5.721091484156995,750.0103737606805,4290.877962351634,High,-462.09999999999854
14195,202.0,6.0,2381.24,2,4,4,244,10,Can't Lose Them,0,1,4.0,433.0,635.0,452.1,1.0952513993228574,456.20854951060267,499.66305223453867,Medium,-572.8399999999997
14196,107.0,1.0,335.52,3,1,2,312,6,Potential Loyalists,0,2,0.0,0.0,107.0,0.0,0.6791658584450884,470.98914615257866,319.8797477650353,Medium,-335.52
14197,411.0,1.0,390.05,1,1,2,112,4,Hibernating/Lost,0,2,0.0,0.0,411.0,0.0,0.24971637656544896,470.98914615257866,117.6137029788766,Low,-390.05
14198,18.0,9.0,1527.58,5,5,4,554,14,Champions,1,1,8.0,685.0,704.0,179.31,1.9922465895511008,181.00777438490192,360.612121200556,Medium,-93.09999999999991
14199,218.0,4.0,916.4999999999999,2,3,3,233,8,At Risk,0,1,3.0,312.0,531.0,290.34999999999997,0.9752288424379215,295.2721189646982,287.9578867821349,Medium,-45.44999999999993
14200,617.0,1.0,379.2,1,1,2,112,4,Hibernating/Lost,0,2,0.0,0.0,618.0,0.0,0.17469406744809832,470.98914615257866,82.2790096653008,Low,-379.2
14201,60.0,10.0,1134.14,3,5,3,353,11,Loyal Customers,1,1,9.0,528.0,589.0,112.39888888888889,2.5851449079291675,113.83066833006309,294.2687725996366,Medium,-122.55000000000007
14202,381.0,3.0,847.76,2,3,3,233,8,At Risk,0,0,2.0,243.0,625.0,303.28,0.5341158794035831,310.74334534238653,165.9729551663601,Low,-241.20000000000005
14203,397.0,1.0,339.34,2,1,2,212,5,Hibernating/Lost,0,2,0.0,0.0,398.0,0.0,0.2566416587623721,470.98914615257866,120.87543572767109,Low,-339.34
14204,2.0,4.0,1062.96,5,3,3,533,11,Loyal Customers,3,1,3.0,735.0,738.0,230.56333333333336,0.7978032237656331,235.27820625284912,187.70571143031856,Low,-371.27
14205,17.0,9.0,1908.38,5,5,4,554,14,Champions,1,1,7.0,626.0,643.0,311.65,1.9109153207455896,313.7868902882087,599.6201761008535,Medium,273.1699999999996
14206,239.0,3.0,1145.21,2,3,3,233,8,At Risk,0,0,2.0,163.0,403.0,321.28,0.8233848186138882,328.83710133870096,270.75947703928307,Low,-502.6500000000001
14207,688.0,1.0,157.8,1,1,1,111,3,Hibernating/Lost,0,2,0.0,0.0,688.0,0.0,0.1585891343704379,470.98914615257866,74.69376098620911,Low,-157.8
14208,95.0,2.0,567.05,3,2,2,322,7,Potential Loyalists,0,3,1.0,457.0,552.0,151.74,0.44602990287185557,165.1579376151401,73.66537887299692,Low,-415.30999999999995
14209,11.0,15.0,4937.37,5,5,5,555,15,Champions,1,1,14.0,676.0,687.0,338.3085714285714,3.4635885471665553,339.39597342880296,1175.5280065224465,High,-201.05000000000018
14210,106.0,16.0,5814.320000000001,3,5,5,355,13,Loyal Customers,1,1,14.0,597.0,703.0,373.82928571428573,3.261293391953211,374.94300103015945,1222.799131618765,High,-580.71
14211,53.0,18.0,4301.69,4,5,5,455,14,Champions,1,1,15.0,677.0,731.0,280.966,3.46786602699765,281.94121360047006,977.7343562555578,High,-87.19999999999982
14212,90.0,2.0,2190.14,3,2,4,324,9,Potential Loyalists,3,3,1.0,356.0,446.0,1070.48,0.5357562095376969,1093.518870294958,585.8595250071711,Medium,-1119.6599999999999
