Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,RFM_sum,Segment,KMeans_Cluster,DBSCAN_Cluster
13540,467.0,3.0,632.39,1,3,3,133,7,At Risk,0,0
13541,427.0,2.0,717.9,1,2,3,123,6,Hibernating/Lost,0,3
13542,377.0,17.0,3970.77,2,5,5,255,12,Can't Lose Them,1,-1
13543,634.0,2.0,1439.6100000000001,1,2,4,124,7,Hibernating/Lost,0,3
13544,40.0,6.0,820.5,4,4,3,443,11,Champions,3,1
13545,391.0,2.0,347.35,2,2,2,222,6,Hibernating/Lost,0,3
13546,12.0,5.0,1092.14,5,4,3,543,12,Champions,3,1
13547,408.0,1.0,175.53,2,1,1,211,4,Hibernating/Lost,0,2
13548,96.0,3.0,908.99,3,3,3,333,9,Loyal Customers,3,0
13549,26.0,8.0,1003.72,4,4,3,443,11,Champions,3,1
13550,383.0,1.0,349.51,2,1,2,212,5,Hibernating/Lost,0,2
13551,319.0,2.0,244.2,2,2,1,221,5,Hibernating/Lost,0,3
13552,66.0,22.0,6618.63,3,5,5,355,13,Loyal Customers,1,1
13553,675.0,1.0,517.8,1,1,2,112,4,Hibernating/Lost,0,2
13554,380.0,7.0,1556.3899999999999,2,4,4,244,10,Can't Lose Them,0,1
13555,74.0,13.0,8906.34,3,5,5,355,13,Loyal Customers,1,-1
13556,429.0,2.0,200.82,1,2,1,121,4,Hibernating/Lost,0,3
13557,28.0,13.0,2980.08,4,5,5,455,14,Champions,1,1
13558,6.0,4.0,605.06,5,3,3,533,11,Loyal Customers,3,1
13559,513.0,2.0,990.0,1,2,3,123,6,Hibernating/Lost,0,3
13560,7.0,1.0,174.37,5,1,1,511,7,New Customers,3,2
13561,216.0,11.0,1820.72,2,5,4,254,11,Can't Lose Them,1,1
13562,82.0,8.0,4838.18,3,4,5,345,12,Loyal Customers,1,1
13563,84.0,2.0,777.53,3,2,3,323,8,Potential Loyalists,3,3
13564,144.0,37.0,15786.720000000001,3,5,5,355,13,Loyal Customers,1,-1
13565,19.0,3.0,414.8,5,3,2,532,10,Loyal Customers,3,0
13566,41.0,5.0,1708.1200000000001,4,4,4,444,12,Champions,3,1
13567,428.0,4.0,1078.59,1,3,3,133,7,At Risk,0,1
13568,173.0,1.0,192.85,3,1,1,311,5,Potential Loyalists,0,2
13569,17.0,4.0,893.78,5,3,3,533,11,Loyal Customers,3,1
13570,243.0,1.0,239.49,2,1,1,211,4,Hibernating/Lost,0,2
13571,13.0,26.0,4546.54,5,5,5,555,15,Champions,1,-1
13572,206.0,1.0,1384.25,2,1,4,214,7,Hibernating/Lost,0,2
13573,50.0,6.0,916.47,4,4,3,443,11,Champions,3,1
13574,411.0,1.0,421.25,1,1,2,112,4,Hibernating/Lost,0,2
13575,23.0,5.0,732.0699999999999,4,4,3,443,11,Champions,3,1
13576,10.0,28.0,11516.15,5,5,5,555,15,Champions,1,6
13577,25.0,11.0,3346.62,4,5,5,455,14,Champions,1,1
13578,409.0,1.0,147.66,2,1,1,211,4,Hibernating/Lost,0,2
13579,15.0,5.0,1535.84,5,4,4,544,13,Champions,3,1
13580,406.0,1.0,107.75,2,1,1,211,4,Hibernating/Lost,0,2
13581,309.0,2.0,280.53000000000003,2,2,2,222,6,Hibernating/Lost,0,3
13582,390.0,2.0,241.68,2,2,1,221,5,Hibernating/Lost,0,3
13583,156.0,2.0,1445.031,3,2,4,324,9,Potential Loyalists,0,3
13584,307.0,3.0,347.15,2,3,2,232,7,At Risk,0,0
13585,531.0,3.0,674.46,1,3,3,133,7,At Risk,0,0
13586,541.0,1.0,131.53,1,1,1,111,3,Hibernating/Lost,0,2
13587,64.0,4.0,1308.1,3,3,4,334,10,Loyal Customers,3,1
13588,16.0,9.0,2445.12,5,5,4,554,14,Champions,1,1
13589,15.0,6.0,1120.74,5,4,3,543,12,Champions,3,1
13590,11.0,18.0,6298.29,5,5,5,555,15,Champions,1,1
13591,65.0,7.0,2081.19,3,4,4,344,11,Loyal Customers,3,1
13592,36.0,4.0,247.95999999999998,4,3,1,431,8,Loyal Customers,3,1
13593,108.0,14.0,5475.21,3,5,5,355,13,Loyal Customers,1,1
13594,53.0,2.0,508.42,4,2,2,422,8,New Customers,3,3
13595,517.0,3.0,818.22,1,3,3,133,7,At Risk,0,0
13596,6.0,2.0,697.04,5,2,3,523,10,New Customers,3,3
13597,400.0,2.0,372.21,2,2,2,222,6,Hibernating/Lost,0,3
13598,47.0,5.0,776.84,4,4,3,443,11,Champions,3,1
13599,1.0,33.0,9790.34,5,5,5,555,15,Champions,1,-1
13600,312.0,2.0,518.42,2,2,2,222,6,Hibernating/Lost,0,3
13601,45.0,4.0,1185.14,4,3,3,433,10,Loyal Customers,3,1
13602,65.0,4.0,1025.17,3,3,3,333,9,Loyal Customers,3,1
13603,26.0,1.0,164.34,4,1,1,411,6,New Customers,3,2
13604,659.0,1.0,713.39,1,1,3,113,5,Hibernating/Lost,0,2
13605,387.0,2.0,522.67,2,2,2,222,6,Hibernating/Lost,0,3
13606,29.0,3.0,280.53999999999996,4,3,2,432,9,Loyal Customers,3,0
13607,40.0,2.0,1060.6100000000001,4,2,3,423,9,New Customers,3,3
13608,541.0,1.0,236.2,1,1,1,111,3,Hibernating/Lost,0,2
13609,593.0,1.0,167.35,1,1,1,111,3,Hibernating/Lost,0,2
13610,12.0,14.0,2144.13,5,5,4,554,14,Champions,1,1
13611,89.0,10.0,3281.03,3,5,5,355,13,Loyal Customers,1,1
13612,633.0,1.0,777.79,1,1,3,113,5,Hibernating/Lost,0,2
13613,453.0,5.0,1039.8500000000001,1,4,3,143,8,Can't Lose Them,0,1
13614,24.0,6.0,2359.19,4,4,4,444,12,Champions,3,1
13615,319.0,8.0,6212.2300000000005,2,4,5,245,11,Can't Lose Them,1,-1
13616,568.0,2.0,288.1,1,2,2,122,5,Hibernating/Lost,0,3
13617,40.0,8.0,1263.8,4,4,4,444,12,Champions,3,1
13618,174.0,1.0,177.34,3,1,1,311,5,Potential Loyalists,0,2
13619,545.0,2.0,231.69,1,2,1,121,4,Hibernating/Lost,0,3
13620,528.0,1.0,112.34,1,1,1,111,3,Hibernating/Lost,0,2
13621,117.0,1.0,213.85,3,1,1,311,5,Potential Loyalists,0,2
13622,696.0,1.0,651.45,1,1,3,113,5,Hibernating/Lost,0,2
13623,31.0,10.0,2446.36,4,5,4,454,13,Champions,1,1
13624,388.0,1.0,427.18,2,1,2,212,5,Hibernating/Lost,0,2
13625,597.0,1.0,301.26,1,1,2,112,4,Hibernating/Lost,0,2
13626,253.0,2.0,689.49,2,2,3,223,7,Hibernating/Lost,0,3
13627,59.0,7.0,2217.55,3,4,4,344,11,Loyal Customers,3,1
13628,676.0,1.0,310.14,1,1,2,112,4,Hibernating/Lost,0,2
13629,23.0,19.0,13370.86,4,5,5,455,14,Champions,1,-1
13630,5.0,7.0,1995.68,5,4,4,544,13,Champions,1,1
13631,100.0,11.0,3021.77,3,5,5,355,13,Loyal Customers,1,1
13632,25.0,8.0,3634.7000000000003,4,4,5,445,13,Champions,1,1
13634,33.0,16.0,4519.55,4,5,5,455,14,Champions,1,1
13635,68.0,4.0,2948.22,3,3,5,335,11,Loyal Customers,3,1
13636,37.0,5.0,941.62,4,4,3,443,11,Champions,3,1
13637,52.0,3.0,810.5,4,3,3,433,10,Loyal Customers,3,0
13638,16.0,1.0,122.64,5,1,1,511,7,New Customers,3,2
13639,74.0,2.0,1346.27,3,2,4,324,9,Potential Loyalists,3,3
13640,611.0,1.0,405.0,1,1,2,112,4,Hibernating/Lost,0,2
13641,641.0,5.0,921.82,1,4,3,143,8,Can't Lose Them,0,1
13642,216.0,4.0,501.97,2,3,2,232,7,At Risk,0,1
13643,31.0,10.0,2112.17,4,5,4,454,13,Champions,1,1
13644,16.0,4.0,2597.52,5,3,4,534,12,Loyal Customers,3,1
13645,120.0,1.0,252.1,3,1,1,311,5,Potential Loyalists,0,2
13646,400.0,2.0,323.3,2,2,2,222,6,Hibernating/Lost,0,3
13647,10.0,8.0,3063.78,5,4,5,545,14,Champions,1,1
13648,400.0,8.0,1679.01,2,4,4,244,10,Can't Lose Them,0,1
13649,257.0,6.0,1678.88,2,4,4,244,10,Can't Lose Them,0,1
13650,17.0,10.0,3098.5,5,5,5,555,15,Champions,1,1
13651,35.0,3.0,208.95,4,3,1,431,8,Loyal Customers,3,0
13652,46.0,5.0,2570.85,4,4,4,444,12,Champions,3,1
13653,488.0,1.0,152.2,1,1,1,111,3,Hibernating/Lost,0,2
13654,43.0,11.0,6308.0,4,5,5,455,14,Champions,1,1
13655,114.0,6.0,2259.3,3,4,4,344,11,Loyal Customers,3,1
13656,165.0,4.0,1053.35,3,3,3,333,9,Loyal Customers,0,1
13657,11.0,2.0,382.14,5,2,2,522,9,New Customers,3,3
13658,10.0,9.0,5772.07,5,5,5,555,15,Champions,1,1
13659,206.0,12.0,4716.63,2,5,5,255,12,Can't Lose Them,1,1
13660,400.0,1.0,303.69,2,1,2,212,5,Hibernating/Lost,0,2
13661,603.0,1.0,325.24,1,1,2,112,4,Hibernating/Lost,0,2
13662,86.0,11.0,2183.13,3,5,4,354,12,Loyal Customers,1,1
13663,179.0,5.0,2013.6100000000001,3,4,4,344,11,Loyal Customers,0,1
13665,386.0,3.0,1711.6599999999999,2,3,4,234,9,At Risk,0,0
13666,60.0,5.0,127.89999999999999,3,4,1,341,8,Loyal Customers,3,1
13667,149.0,1.0,305.02,3,1,2,312,6,Potential Loyalists,0,2
13668,3.0,35.0,12749.14,5,5,5,555,15,Champions,1,-1
13669,51.0,3.0,413.55,4,3,2,432,9,Loyal Customers,3,0
13670,75.0,1.0,349.7,3,1,2,312,6,Potential Loyalists,0,2
13671,395.0,1.0,194.95,2,1,1,211,4,Hibernating/Lost,0,2
13672,301.0,3.0,162.07000000000002,2,3,1,231,6,At Risk,0,0
13673,19.0,2.0,396.92,5,2,2,522,9,New Customers,3,3
13674,433.0,1.0,215.88,1,1,1,111,3,Hibernating/Lost,0,2
13675,151.0,2.0,486.82000000000005,3,2,2,322,7,Potential Loyalists,0,3
13676,539.0,2.0,153.15,1,2,1,121,4,Hibernating/Lost,0,3
13677,405.0,2.0,556.1899999999999,2,2,2,222,6,Hibernating/Lost,0,3
13678,152.0,1.0,232.6,3,1,1,311,5,Potential Loyalists,0,2
13679,494.0,3.0,281.26,1,3,2,132,6,At Risk,0,0
13680,1.0,12.0,9915.56,5,5,5,555,15,Champions,1,-1
13681,18.0,4.0,827.83,5,3,3,533,11,Loyal Customers,3,1
13682,187.0,1.0,59.5,3,1,1,311,5,Potential Loyalists,0,2
13683,458.0,1.0,258.6,1,1,1,111,3,Hibernating/Lost,0,2
13684,286.0,4.0,546.52,2,3,2,232,7,At Risk,0,1
13685,3.0,7.0,3119.44,5,4,5,545,14,Champions,1,1
13686,183.0,3.0,409.04,3,3,2,332,8,Loyal Customers,0,0
13687,438.0,1.0,11880.84,1,1,5,115,7,Hibernating/Lost,0,-1
13688,635.0,1.0,375.5,1,1,2,112,4,Hibernating/Lost,0,2
13689,63.0,2.0,1259.5,3,2,4,324,9,Potential Loyalists,3,3
13690,59.0,1.0,172.25,3,1,1,311,5,Potential Loyalists,3,2
13691,396.0,1.0,212.78,2,1,1,211,4,Hibernating/Lost,0,2
13692,25.0,5.0,3016.4500000000003,4,4,5,445,13,Champions,3,1
13693,374.0,9.0,1948.32,2,5,4,254,11,Can't Lose Them,0,1
13694,4.0,143.0,190825.52,5,5,5,555,15,Champions,2,-1
13695,31.0,16.0,2770.73,4,5,4,454,13,Champions,1,1
13696,422.0,3.0,2008.7,1,3,4,134,8,At Risk,0,0
13697,39.0,1.0,151.29999999999998,4,1,1,411,6,New Customers,3,2
13698,597.0,2.0,465.53000000000003,1,2,2,122,5,Hibernating/Lost,0,3
13699,155.0,2.0,711.4,3,2,3,323,8,Potential Loyalists,0,3
13700,26.0,13.0,2586.21,4,5,4,454,13,Champions,1,1
13701,447.0,1.0,159.55,1,1,1,111,3,Hibernating/Lost,0,2
13702,446.0,1.0,135.18,1,1,1,111,3,Hibernating/Lost,0,2
13703,318.0,2.0,99.5,2,2,1,221,5,Hibernating/Lost,0,3
13704,5.0,9.0,2295.31,5,5,4,554,14,Champions,1,1
13705,8.0,7.0,2035.33,5,4,4,544,13,Champions,3,1
13706,303.0,2.0,631.17,2,2,3,223,7,Hibernating/Lost,0,3
13707,267.0,5.0,3365.86,2,4,5,245,11,Can't Lose Them,0,1
13708,271.0,1.0,296.88,2,1,2,212,5,Hibernating/Lost,0,2
13709,4.0,18.0,7512.81,5,5,5,555,15,Champions,1,4
13710,32.0,3.0,509.52,4,3,2,432,9,Loyal Customers,3,0
13711,219.0,9.0,1632.6100000000001,2,5,4,254,11,Can't Lose Them,0,1
13712,247.0,2.0,766.42,2,2,3,223,7,Hibernating/Lost,0,3
13713,408.0,3.0,743.26,2,3,3,233,8,At Risk,0,0
13714,465.0,1.0,161.35,1,1,1,111,3,Hibernating/Lost,0,2
13715,281.0,17.0,8438.34,2,5,5,255,12,Can't Lose Them,1,-1
13716,269.0,1.0,138.28,2,1,1,211,4,Hibernating/Lost,0,2
13717,32.0,8.0,1748.05,4,4,4,444,12,Champions,3,1
13718,246.0,2.0,306.55,2,2,2,222,6,Hibernating/Lost,0,3
13719,15.0,11.0,2815.25,5,5,4,554,14,Champions,1,1
13720,117.0,4.0,799.9,3,3,3,333,9,Loyal Customers,3,1
13721,36.0,2.0,741.54,4,2,3,423,9,New Customers,3,3
13722,132.0,10.0,5629.16,3,5,5,355,13,Loyal Customers,1,1
13723,217.0,6.0,1209.2,2,4,3,243,9,Can't Lose Them,0,1
13724,637.0,1.0,213.01,1,1,1,111,3,Hibernating/Lost,0,2
13725,50.0,8.0,1809.81,4,4,4,444,12,Champions,3,1
13726,39.0,2.0,1079.6599999999999,4,2,3,423,9,New Customers,3,3
13727,29.0,8.0,1067.3,4,4,3,443,11,Champions,3,1
13728,37.0,16.0,2855.17,4,5,4,454,13,Champions,1,1
13729,436.0,3.0,676.4300000000001,1,3,3,133,7,At Risk,0,0
13730,136.0,2.0,752.6,3,2,3,323,8,Potential Loyalists,0,3
13731,219.0,2.0,610.59,2,2,3,223,7,Hibernating/Lost,0,3
13732,28.0,1.0,491.86,4,1,2,412,7,New Customers,3,2
13733,411.0,2.0,484.53000000000003,1,2,2,122,5,Hibernating/Lost,0,3
13734,509.0,4.0,3451.2900000000004,1,3,5,135,9,At Risk,0,1
13735,25.0,13.0,9472.81,4,5,5,455,14,Champions,1,1
13736,5.0,7.0,2715.01,5,4,4,544,13,Champions,1,1
13737,200.0,1.0,339.59999999999997,2,1,2,212,5,Hibernating/Lost,0,2
13738,396.0,1.0,440.93,2,1,2,212,5,Hibernating/Lost,0,2
13739,18.0,2.0,292.2,5,2,2,522,9,New Customers,3,3
13740,241.0,5.0,1597.77,2,4,4,244,10,Can't Lose Them,0,1
13741,72.0,3.0,666.33,3,3,3,333,9,Loyal Customers,3,0
13742,17.0,12.0,3102.42,5,5,5,555,15,Champions,1,1
13743,3.0,7.0,1340.1499999999999,5,4,4,544,13,Champions,3,1
13744,95.0,2.0,1156.36,3,2,3,323,8,Potential Loyalists,0,3
13745,162.0,2.0,761.27,3,2,3,323,8,Potential Loyalists,0,3
13746,414.0,1.0,176.69,1,1,1,111,3,Hibernating/Lost,0,2
13747,374.0,2.0,249.39999999999998,2,2,1,221,5,Hibernating/Lost,0,3
13748,96.0,9.0,2268.35,3,5,4,354,12,Loyal Customers,1,1
13750,54.0,11.0,3563.6,4,5,5,455,14,Champions,1,1
13751,288.0,1.0,296.25,2,1,2,212,5,Hibernating/Lost,0,2
13752,124.0,7.0,1590.73,3,4,4,344,11,Loyal Customers,3,1
13753,288.0,4.0,2094.57,2,3,4,234,9,At Risk,0,1
13754,152.0,3.0,447.05,3,3,2,332,8,Loyal Customers,0,0
13755,4.0,9.0,2154.68,5,5,4,554,14,Champions,1,1
13756,2.0,23.0,9147.2,5,5,5,555,15,Champions,1,4
13757,675.0,1.0,195.55,1,1,1,111,3,Hibernating/Lost,0,2
13758,12.0,15.0,9263.14,5,5,5,555,15,Champions,1,1
13759,33.0,2.0,659.4100000000001,4,2,3,423,9,New Customers,3,3
13760,54.0,5.0,1358.6399999999999,4,4,4,444,12,Champions,3,1
13761,50.0,6.0,1952.17,4,4,4,444,12,Champions,3,1
13762,219.0,5.0,2165.76,2,4,4,244,10,Can't Lose Them,0,1
13763,63.0,3.0,5181.99,3,3,5,335,11,Loyal Customers,3,-1
13764,71.0,6.0,2953.26,3,4,5,345,12,Loyal Customers,3,1
13765,653.0,1.0,352.821,1,1,2,112,4,Hibernating/Lost,0,2
13766,495.0,1.0,190.35,1,1,1,111,3,Hibernating/Lost,0,2
13767,2.0,73.0,35115.68,5,5,5,555,15,Champions,2,-1
13768,727.0,2.0,758.07,1,2,3,123,6,Hibernating/Lost,0,3
13769,2.0,20.0,5766.63,5,5,5,555,15,Champions,1,-1
13770,422.0,4.0,785.37,1,3,3,133,7,At Risk,0,1
13771,64.0,9.0,5726.07,3,5,5,355,13,Loyal Customers,1,1
13772,34.0,8.0,3094.72,4,4,5,445,13,Champions,1,1
13773,397.0,2.0,301.54,2,2,2,222,6,Hibernating/Lost,0,3
13774,82.0,1.0,345.0,3,1,2,312,6,Potential Loyalists,0,2
13775,591.0,1.0,1049.66,1,1,3,113,5,Hibernating/Lost,0,2
13776,428.0,2.0,-340.17,1,2,1,121,4,Hibernating/Lost,0,3
13777,1.0,61.0,56016.57,5,5,5,555,15,Champions,2,-1
13778,103.0,4.0,1116.54,3,3,3,333,9,Loyal Customers,3,1
13779,516.0,1.0,161.13,1,1,1,111,3,Hibernating/Lost,0,2
13780,7.0,3.0,735.82,5,3,3,533,11,Loyal Customers,3,0
13781,251.0,3.0,770.88,2,3,3,233,8,At Risk,0,0
13782,13.0,13.0,1785.77,5,5,4,554,14,Champions,1,1
13783,488.0,4.0,1542.09,1,3,4,134,8,At Risk,0,1
13784,10.0,14.0,2897.18,5,5,5,555,15,Champions,1,1
13785,429.0,4.0,542.49,1,3,2,132,6,At Risk,0,1
13786,367.0,6.0,2736.41,2,4,4,244,10,Can't Lose Them,0,1
13787,76.0,6.0,1173.7,3,4,3,343,10,Loyal Customers,3,1
13788,505.0,1.0,3.75,1,1,1,111,3,Hibernating/Lost,0,2
13789,388.0,1.0,239.45999999999998,2,1,1,211,4,Hibernating/Lost,0,2
13790,4.0,1.0,348.8,5,1,2,512,8,New Customers,3,2
13791,128.0,2.0,1047.68,3,2,3,323,8,Potential Loyalists,0,3
13792,66.0,3.0,383.95,3,3,2,332,8,Loyal Customers,3,0
13793,647.0,1.0,96.0,1,1,1,111,3,Hibernating/Lost,0,2
13794,547.0,1.0,126.03,1,1,1,111,3,Hibernating/Lost,0,2
13795,388.0,4.0,836.3,2,3,3,233,8,At Risk,0,1
13796,499.0,1.0,289.7,1,1,2,112,4,Hibernating/Lost,0,2
13797,437.0,3.0,1168.45,1,3,3,133,7,At Risk,0,0
13798,1.0,110.0,73573.47,5,5,5,555,15,Champions,2,-1
13799,117.0,9.0,2039.82,3,5,4,354,12,Loyal Customers,1,1
13800,310.0,3.0,1679.56,2,3,4,234,9,At Risk,0,0
13801,67.0,1.0,324.8,3,1,2,312,6,Potential Loyalists,3,2
13802,139.0,19.0,25491.56,3,5,5,355,13,Loyal Customers,2,-1
13803,255.0,3.0,1319.1100000000001,2,3,4,234,9,At Risk,0,0
13804,31.0,9.0,3208.52,4,5,5,455,14,Champions,1,1
13805,52.0,2.0,924.6,4,2,3,423,9,New Customers,3,3
13806,64.0,1.0,256.38,3,1,1,311,5,Potential Loyalists,3,2
13807,367.0,3.0,509.9,2,3,2,232,7,At Risk,0,0
13808,6.0,5.0,1747.66,5,4,4,544,13,Champions,3,1
13809,305.0,3.0,679.7,2,3,3,233,8,At Risk,0,0
13810,29.0,3.0,899.51,4,3,3,433,10,Loyal Customers,3,0
13811,184.0,3.0,591.75,3,3,2,332,8,Loyal Customers,0,0
13812,42.0,3.0,539.0,4,3,2,432,9,Loyal Customers,3,0
13813,40.0,8.0,2686.42,4,4,4,444,12,Champions,1,1
13814,92.0,3.0,2239.07,3,3,4,334,10,Loyal Customers,3,0
13815,22.0,8.0,7285.79,4,4,5,445,13,Champions,1,1
13816,24.0,2.0,555.04,4,2,2,422,8,New Customers,3,3
13817,29.0,2.0,382.98,4,2,2,422,8,New Customers,3,3
13818,430.0,1.0,61.28,1,1,1,111,3,Hibernating/Lost,0,2
13819,302.0,6.0,2631.1,2,4,4,244,10,Can't Lose Them,0,1
13820,418.0,3.0,640.4,1,3,3,133,7,At Risk,0,0
13821,145.0,6.0,1387.03,3,4,4,344,11,Loyal Customers,3,1
13822,6.0,2.0,632.0,5,2,3,523,10,New Customers,3,3
13823,19.0,7.0,3358.55,5,4,5,545,14,Champions,1,1
13824,33.0,12.0,3273.36,4,5,5,455,14,Champions,1,1
13825,622.0,2.0,255.59,1,2,1,121,4,Hibernating/Lost,0,3
13826,176.0,1.0,174.65,3,1,1,311,5,Potential Loyalists,0,2
13827,58.0,3.0,412.05,4,3,2,432,9,Loyal Customers,3,0
13828,22.0,1.0,209.49,4,1,1,411,6,New Customers,3,2
13829,421.0,1.0,0.0,1,1,1,111,3,Hibernating/Lost,0,2
13830,582.0,1.0,135.95000000000002,1,1,1,111,3,Hibernating/Lost,0,2
13831,16.0,18.0,7009.18,5,5,5,555,15,Champions,1,1
13832,19.0,2.0,602.4399999999999,5,2,3,523,10,New Customers,3,3
13833,159.0,2.0,701.36,3,2,3,323,8,Potential Loyalists,0,3
13834,577.0,2.0,247.89,1,2,1,121,4,Hibernating/Lost,0,3
13835,25.0,7.0,1044.82,4,4,3,443,11,Champions,3,1
13836,399.0,2.0,602.52,2,2,3,223,7,Hibernating/Lost,0,3
13837,212.0,2.0,271.24,2,2,1,221,5,Hibernating/Lost,0,3
13838,6.0,10.0,1966.09,5,5,4,554,14,Champions,1,1
13839,486.0,1.0,139.95000000000002,1,1,1,111,3,Hibernating/Lost,0,2
13840,416.0,1.0,651.4,1,1,3,113,5,Hibernating/Lost,0,2
13841,253.0,1.0,85.0,2,1,1,211,4,Hibernating/Lost,0,2
13842,59.0,18.0,5604.96,3,5,5,355,13,Loyal Customers,1,1
13843,381.0,1.0,319.75,2,1,2,212,5,Hibernating/Lost,0,2
13844,11.0,1.0,361.62,5,1,2,512,8,New Customers,3,2
13845,65.0,1.0,312.98,3,1,2,312,6,Potential Loyalists,3,2
13846,25.0,4.0,1290.34,4,3,4,434,11,Loyal Customers,3,1
13847,720.0,1.0,310.72,1,1,2,112,4,Hibernating/Lost,0,2
13848,92.0,8.0,3335.0,3,4,5,345,12,Loyal Customers,1,1
13849,52.0,5.0,3443.8,4,4,5,445,13,Champions,3,1
13850,129.0,1.0,1586.81,3,1,4,314,8,Potential Loyalists,0,2
13851,96.0,8.0,4516.76,3,4,5,345,12,Loyal Customers,1,1
13852,611.0,1.0,170.45000000000002,1,1,1,111,3,Hibernating/Lost,0,2
13853,57.0,1.0,1056.94,4,1,3,413,8,New Customers,3,2
13854,9.0,39.0,12158.21,5,5,5,555,15,Champions,1,6
13855,501.0,4.0,1253.94,1,3,4,134,8,At Risk,0,1
13856,169.0,11.0,1058.88,3,5,3,353,11,Loyal Customers,1,1
13857,393.0,6.0,997.11,2,4,3,243,9,Can't Lose Them,0,1
13858,57.0,1.0,216.17,4,1,1,411,6,New Customers,3,2
13859,326.0,2.0,515.86,2,2,2,222,6,Hibernating/Lost,0,3
13860,1.0,5.0,1240.0,5,4,4,544,13,Champions,3,7
13861,429.0,2.0,251.31,1,2,1,121,4,Hibernating/Lost,0,3
13862,18.0,9.0,2534.04,5,5,4,554,14,Champions,1,1
13863,248.0,4.0,1217.63,2,3,4,234,9,At Risk,0,1
13864,387.0,1.0,662.4000000000001,2,1,3,213,6,Hibernating/Lost,0,2
13865,58.0,4.0,501.56,4,3,2,432,9,Loyal Customers,3,1
13866,74.0,1.0,145.67000000000002,3,1,1,311,5,Potential Loyalists,0,2
13867,31.0,3.0,1015.29,4,3,3,433,10,Loyal Customers,3,0
13868,7.0,2.0,3192.54,5,2,5,525,12,New Customers,3,-1
13869,123.0,10.0,8111.57,3,5,5,355,13,Loyal Customers,1,-1
13870,2.0,15.0,5689.84,5,5,5,555,15,Champions,1,1
13871,23.0,17.0,7804.95,4,5,5,455,14,Champions,1,1
13872,527.0,3.0,891.32,1,3,3,133,7,At Risk,0,0
13873,120.0,8.0,1031.02,3,4,3,343,10,Loyal Customers,3,1
13874,358.0,7.0,1989.2,2,4,4,244,10,Can't Lose Them,0,1
13875,54.0,14.0,4814.37,4,5,5,455,14,Champions,1,1
13876,64.0,1.0,122.7,3,1,1,311,5,Potential Loyalists,3,2
13877,86.0,3.0,446.33,3,3,2,332,8,Loyal Customers,3,0
13878,55.0,4.0,2473.06,4,3,4,434,11,Loyal Customers,3,1
13879,646.0,1.0,395.5,1,1,2,112,4,Hibernating/Lost,0,2
13880,21.0,17.0,4391.66,4,5,5,455,14,Champions,1,1
13881,4.0,43.0,44392.5,5,5,5,555,15,Champions,2,-1
13882,3.0,5.0,1131.28,5,4,3,543,12,Champions,3,1
13883,11.0,15.0,6342.74,5,5,5,555,15,Champions,1,1
13884,7.0,10.0,1852.38,5,5,4,554,14,Champions,1,1
13885,189.0,2.0,506.8,2,2,2,222,6,Hibernating/Lost,0,3
13886,71.0,1.0,243.56,3,1,1,311,5,Potential Loyalists,3,2
13887,204.0,1.0,349.55,2,1,2,212,5,Hibernating/Lost,0,2
13888,120.0,7.0,2169.05,3,4,4,344,11,Loyal Customers,3,1
13889,93.0,6.0,1855.73,3,4,4,344,11,Loyal Customers,3,1
13890,1.0,14.0,2858.73,5,5,4,554,14,Champions,1,5
13891,378.0,3.0,863.5600000000001,2,3,3,233,8,At Risk,0,0
13892,27.0,6.0,1267.6499999999999,4,4,4,444,12,Champions,3,1
13893,298.0,1.0,821.1,2,1,3,213,6,Hibernating/Lost,0,2
13894,24.0,3.0,535.97,4,3,2,432,9,Loyal Customers,3,0
13895,28.0,6.0,3923.62,4,4,5,445,13,Champions,1,1
13896,626.0,1.0,388.55,1,1,2,112,4,Hibernating/Lost,0,2
13897,50.0,3.0,1160.72,4,3,3,433,10,Loyal Customers,3,0
13898,326.0,2.0,686.4,2,2,3,223,7,Hibernating/Lost,0,3
13899,16.0,2.0,388.52,5,2,2,522,9,New Customers,3,3
13900,183.0,6.0,1608.09,3,4,4,344,11,Loyal Customers,0,1
13901,72.0,15.0,5599.34,3,5,5,355,13,Loyal Customers,1,1
13902,632.0,5.0,30411.26,1,4,5,145,10,Can't Lose Them,2,-1
13903,400.0,1.0,165.45000000000002,2,1,1,211,4,Hibernating/Lost,0,2
13904,37.0,2.0,332.64,4,2,2,422,8,New Customers,3,3
13905,733.0,1.0,244.45,1,1,1,111,3,Hibernating/Lost,0,2
13906,409.0,1.0,42.0,2,1,1,211,4,Hibernating/Lost,0,2
13907,692.0,1.0,136.8,1,1,1,111,3,Hibernating/Lost,0,2
13908,80.0,4.0,2347.05,3,3,4,334,10,Loyal Customers,3,1
13909,423.0,2.0,286.6,1,2,2,122,5,Hibernating/Lost,0,3
13911,57.0,20.0,4200.04,4,5,5,455,14,Champions,1,1
13912,424.0,1.0,124.95,1,1,1,111,3,Hibernating/Lost,0,2
13913,507.0,1.0,42.22,1,1,1,111,3,Hibernating/Lost,0,2
13914,12.0,2.0,613.95,5,2,3,523,10,New Customers,3,3
13915,394.0,1.0,31.200000000000003,2,1,1,211,4,Hibernating/Lost,0,2
13916,464.0,4.0,1260.51,1,3,4,134,8,At Risk,0,1
