Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,RFM_sum,Segment
13962,22.0,3.0,362.8,4,3,2,432,9,Loyal Customers
13963,308.0,17.0,2899.62,2,5,5,255,12,Can't Lose Them
13964,387.0,2.0,421.9,2,2,2,222,6,Hibernating/Lost
13965,477.0,3.0,777.6600000000001,1,3,3,133,7,At Risk
13966,435.0,1.0,390.86,1,1,2,112,4,Hibernating/Lost
13967,146.0,2.0,166.3,3,2,1,321,6,Potential Loyalists
13968,423.0,1.0,123.66,1,1,1,111,3,Hibernating/Lost
13969,7.0,35.0,13212.77,5,5,5,555,15,Champions
13970,386.0,2.0,846.55,2,2,3,223,7,Hibernating/Lost
13971,19.0,14.0,4593.83,5,5,5,555,15,Champions
13972,71.0,2.0,190.25,3,2,1,321,6,Potential Loyalists
13973,287.0,1.0,264.7,2,1,1,211,4,Hibernating/Lost
13974,49.0,2.0,663.52,4,2,3,423,9,New Customers
13975,31.0,12.0,5327.29,4,5,5,455,14,Champions
13976,207.0,4.0,1192.36,2,3,3,233,8,At Risk
13977,411.0,1.0,519.8100000000001,1,1,2,112,4,Hibernating/Lost
13978,15.0,2.0,196.79000000000002,5,2,1,521,8,New Customers
13979,73.0,7.0,3326.83,3,4,5,345,12,Loyal Customers
13980,60.0,5.0,753.12,3,4,3,343,10,Loyal Customers
13981,416.0,1.0,327.39,1,1,2,112,4,Hibernating/Lost
13982,39.0,9.0,4418.79,4,5,5,455,14,Champions
13983,30.0,21.0,6993.41,4,5,5,455,14,Champions
13984,27.0,12.0,1616.1200000000001,4,5,4,454,13,Champions
13985,4.0,22.0,9982.31,5,5,5,555,15,Champions
13986,17.0,1.0,320.46,5,1,2,512,8,New Customers
13987,380.0,2.0,682.54,2,2,3,223,7,Hibernating/Lost
13988,20.0,8.0,4708.64,4,4,5,445,13,Champions
13989,66.0,5.0,2026.06,3,4,4,344,11,Loyal Customers
13990,213.0,1.0,311.3,2,1,2,212,5,Hibernating/Lost
13991,12.0,6.0,850.63,5,4,3,543,12,Champions
13992,30.0,3.0,219.5,4,3,1,431,8,Loyal Customers
13993,43.0,19.0,6690.36,4,5,5,455,14,Champions
13994,4.0,6.0,2313.14,5,4,4,544,13,Champions
13995,15.0,14.0,3836.26,5,5,5,555,15,Champions
13996,386.0,2.0,895.76,2,2,3,223,7,Hibernating/Lost
13997,519.0,3.0,382.31,1,3,2,132,6,At Risk
13998,447.0,3.0,566.7,1,3,2,132,6,At Risk
13999,10.0,29.0,9438.01,5,5,5,555,15,Champions
14000,211.0,5.0,1877.5900000000001,2,4,4,244,10,Can't Lose Them
14001,46.0,9.0,4517.34,4,5,5,455,14,Champions
14002,134.0,2.0,529.73,3,2,2,322,7,Potential Loyalists
14003,733.0,1.0,209.41,1,1,1,111,3,Hibernating/Lost
14004,43.0,11.0,6258.45,4,5,5,455,14,Champions
14005,10.0,5.0,2874.72,5,4,4,544,13,Champions
14006,116.0,7.0,2196.67,3,4,4,344,11,Loyal Customers
14007,513.0,1.0,79.48,1,1,1,111,3,Hibernating/Lost
14008,432.0,1.0,493.74,1,1,2,112,4,Hibernating/Lost
14009,198.0,3.0,1090.23,2,3,3,233,8,At Risk
14010,565.0,2.0,288.09999999999997,1,2,2,122,5,Hibernating/Lost
14011,480.0,2.0,451.91999999999996,1,2,2,122,5,Hibernating/Lost
14012,278.0,1.0,328.8,2,1,2,212,5,Hibernating/Lost
14013,110.0,5.0,1006.22,3,4,3,343,10,Loyal Customers
14014,77.0,3.0,1948.21,3,3,4,334,10,Loyal Customers
14015,53.0,1.0,917.34,4,1,3,413,8,New Customers
14016,162.0,11.0,11379.71,3,5,5,355,13,Loyal Customers
14017,571.0,1.0,229.75,1,1,1,111,3,Hibernating/Lost
14018,645.0,1.0,367.15000000000003,1,1,2,112,4,Hibernating/Lost
14019,47.0,3.0,1398.96,4,3,4,434,11,Loyal Customers
14020,17.0,4.0,1213.26,5,3,4,534,12,Loyal Customers
14021,155.0,7.0,1716.58,3,4,4,344,11,Loyal Customers
14022,225.0,2.0,792.15,2,2,3,223,7,Hibernating/Lost
14023,7.0,2.0,584.07,5,2,2,522,9,New Customers
14024,122.0,3.0,645.74,3,3,3,333,9,Loyal Customers
14025,465.0,8.0,3969.1,1,4,5,145,10,Can't Lose Them
14026,471.0,2.0,713.11,1,2,3,123,6,Hibernating/Lost
14027,61.0,1.0,104.82,3,1,1,311,5,Potential Loyalists
14028,550.0,3.0,3175.5,1,3,5,135,9,At Risk
14029,63.0,2.0,467.66,3,2,2,322,7,Potential Loyalists
14030,18.0,20.0,8145.59,5,5,5,555,15,Champions
14031,7.0,44.0,38025.97,5,5,5,555,15,Champions
14032,2.0,16.0,4786.07,5,5,5,555,15,Champions
14033,555.0,1.0,109.44,1,1,1,111,3,Hibernating/Lost
14034,22.0,3.0,512.02,4,3,2,432,9,Loyal Customers
14035,29.0,9.0,2852.47,4,5,4,454,13,Champions
14036,285.0,1.0,626.65,2,1,3,213,6,Hibernating/Lost
14037,176.0,6.0,755.95,3,4,3,343,10,Loyal Customers
14038,78.0,5.0,3000.93,3,4,5,345,12,Loyal Customers
14039,33.0,2.0,267.28000000000003,4,2,1,421,7,New Customers
14040,41.0,35.0,12457.84,4,5,5,455,14,Champions
14041,266.0,1.0,141.41,2,1,1,211,4,Hibernating/Lost
14042,725.0,1.0,431.98,1,1,2,112,4,Hibernating/Lost
14043,491.0,2.0,301.3,1,2,2,122,5,Hibernating/Lost
14044,27.0,10.0,3106.15,4,5,5,455,14,Champions
14045,109.0,16.0,9660.63,3,5,5,355,13,Loyal Customers
14046,284.0,1.0,154.99,2,1,1,211,4,Hibernating/Lost
14047,9.0,14.0,4158.7300000000005,5,5,5,555,15,Champions
14048,305.0,3.0,713.89,2,3,3,233,8,At Risk
14049,17.0,13.0,13064.03,5,5,5,555,15,Champions
14050,32.0,2.0,746.36,4,2,3,423,9,New Customers
14051,1.0,37.0,22104.5,5,5,5,555,15,Champions
14052,20.0,2.0,480.81,4,2,2,422,8,New Customers
14053,124.0,4.0,572.3,3,3,2,332,8,Loyal Customers
14054,65.0,1.0,92.46,3,1,1,311,5,Potential Loyalists
14055,106.0,3.0,1520.96,3,3,4,334,10,Loyal Customers
14056,1.0,23.0,8124.4,5,5,5,555,15,Champions
14057,24.0,22.0,8338.28,4,5,5,455,14,Champions
14058,463.0,2.0,469.19,1,2,2,122,5,Hibernating/Lost
14059,267.0,1.0,183.6,2,1,1,211,4,Hibernating/Lost
14060,5.0,30.0,9503.14,5,5,5,555,15,Champions
14061,507.0,3.0,917.4300000000001,1,3,3,133,7,At Risk
14062,10.0,24.0,25434.83,5,5,5,555,15,Champions
14063,438.0,9.0,-3767.1999999999994,1,5,1,151,7,Can't Lose Them
14064,29.0,15.0,3039.75,4,5,5,455,14,Champions
14065,389.0,3.0,889.37,2,3,3,233,8,At Risk
14066,267.0,1.0,152.55,2,1,1,211,4,Hibernating/Lost
14067,64.0,2.0,374.7,3,2,2,322,7,Potential Loyalists
14068,320.0,4.0,1504.97,2,3,4,234,9,At Risk
14069,515.0,2.0,230.06,1,2,1,121,4,Hibernating/Lost
14070,685.0,1.0,326.55,1,1,2,112,4,Hibernating/Lost
14071,4.0,8.0,1307.41,5,4,4,544,13,Champions
14072,667.0,1.0,390.85,1,1,2,112,4,Hibernating/Lost
14073,32.0,1.0,139.54,4,1,1,411,6,New Customers
14074,623.0,1.0,219.39999999999998,1,1,1,111,3,Hibernating/Lost
14075,5.0,6.0,1734.87,5,4,4,544,13,Champions
14076,129.0,1.0,122.47,3,1,1,311,5,Potential Loyalists
14077,41.0,6.0,615.0799999999999,4,4,3,443,11,Champions
14078,102.0,9.0,1692.6299999999999,3,5,4,354,12,Loyal Customers
14079,125.0,2.0,618.73,3,2,3,323,8,Potential Loyalists
14080,33.0,5.0,1075.73,4,4,3,443,11,Champions
14081,302.0,10.0,5250.05,2,5,5,255,12,Can't Lose Them
14082,365.0,2.0,413.36,2,2,2,222,6,Hibernating/Lost
14083,4.0,11.0,1407.26,5,5,4,554,14,Champions
14084,512.0,1.0,150.5,1,1,1,111,3,Hibernating/Lost
14085,2.0,33.0,10092.22,5,5,5,555,15,Champions
14086,463.0,1.0,39.95,1,1,1,111,3,Hibernating/Lost
14087,3.0,3.0,803.47,5,3,3,533,11,Loyal Customers
14088,10.0,16.0,62400.02,5,5,5,555,15,Champions
14089,57.0,1.0,161.0,4,1,1,411,6,New Customers
14090,325.0,1.0,76.32000000000001,2,1,1,211,4,Hibernating/Lost
14091,654.0,2.0,9530.08,1,2,5,125,8,Hibernating/Lost
14092,8.0,24.0,7209.74,5,5,5,555,15,Champions
14093,12.0,1.0,442.85,5,1,2,512,8,New Customers
14094,440.0,1.0,334.27,1,1,2,112,4,Hibernating/Lost
14095,723.0,1.0,2.95,1,1,1,111,3,Hibernating/Lost
14096,4.0,17.0,57120.909999999996,5,5,5,555,15,Champions
14097,481.0,2.0,422.85999999999996,1,2,2,122,5,Hibernating/Lost
14098,37.0,1.0,147.35,4,1,1,411,6,New Customers
14099,16.0,20.0,5700.51,5,5,5,555,15,Champions
14100,138.0,1.0,194.9,3,1,1,311,5,Potential Loyalists
14101,74.0,13.0,9942.13,3,5,5,355,13,Loyal Customers
14102,5.0,5.0,1314.73,5,4,4,544,13,Champions
14104,155.0,5.0,771.5799999999999,3,4,3,343,10,Loyal Customers
14105,239.0,5.0,5703.9800000000005,2,4,5,245,11,Can't Lose Them
14106,737.0,1.0,214.79999999999998,1,1,1,111,3,Hibernating/Lost
14107,52.0,11.0,4853.7,4,5,5,455,14,Champions
14108,31.0,4.0,1041.21,4,3,3,433,10,Loyal Customers
14109,73.0,1.0,80.2,3,1,1,311,5,Potential Loyalists
14110,4.0,33.0,12957.6,5,5,5,555,15,Champions
14111,14.0,4.0,688.6,5,3,3,533,11,Loyal Customers
14112,23.0,13.0,5524.51,4,5,5,455,14,Champions
14113,4.0,16.0,6156.75,5,5,5,555,15,Champions
14114,274.0,7.0,1364.09,2,4,4,244,10,Can't Lose Them
14115,502.0,2.0,622.6700000000001,1,2,3,123,6,Hibernating/Lost
14116,20.0,5.0,1382.74,4,4,4,444,12,Champions
14117,144.0,1.0,90.0,3,1,1,311,5,Potential Loyalists
14118,429.0,1.0,458.45,1,1,2,112,4,Hibernating/Lost
14119,376.0,2.0,163.47,2,2,1,221,5,Hibernating/Lost
14121,4.0,4.0,2740.3,5,3,4,534,12,Loyal Customers
14122,406.0,3.0,309.77,2,3,2,232,7,At Risk
14123,733.0,1.0,436.18,1,1,2,112,4,Hibernating/Lost
14124,84.0,1.0,419.58000000000004,3,1,2,312,6,Potential Loyalists
14125,11.0,3.0,2740.43,5,3,4,534,12,Loyal Customers
14126,8.0,4.0,1109.96,5,3,3,533,11,Loyal Customers
14127,123.0,6.0,1900.0800000000002,3,4,4,344,11,Loyal Customers
14128,61.0,3.0,909.36,3,3,3,333,9,Loyal Customers
14129,2.0,9.0,2591.34,5,5,4,554,14,Champions
14130,319.0,4.0,1882.67,2,3,4,234,9,At Risk
14131,649.0,1.0,187.87,1,1,1,111,3,Hibernating/Lost
14132,2.0,11.0,3580.13,5,5,5,555,15,Champions
14133,130.0,4.0,895.8399999999999,3,3,3,333,9,Loyal Customers
14134,383.0,15.0,11123.35,2,5,5,255,12,Can't Lose Them
14135,2.0,24.0,9605.05,5,5,5,555,15,Champions
14136,401.0,5.0,1553.96,2,4,4,244,10,Can't Lose Them
14137,696.0,1.0,294.1,1,1,2,112,4,Hibernating/Lost
14138,2.0,2.0,982.3800000000001,5,2,3,523,10,New Customers
14139,46.0,4.0,1086.8,4,3,3,433,10,Loyal Customers
14140,4.0,2.0,920.05,5,2,3,523,10,New Customers
14141,3.0,4.0,879.0300000000001,5,3,3,533,11,Loyal Customers
14142,373.0,2.0,967.75,2,2,3,223,7,Hibernating/Lost
14143,134.0,1.0,115.8,3,1,1,311,5,Potential Loyalists
14144,486.0,1.0,30.599999999999998,1,1,1,111,3,Hibernating/Lost
14145,47.0,7.0,7006.05,4,4,5,445,13,Champions
14146,9.0,12.0,8208.87,5,5,5,555,15,Champions
14147,78.0,9.0,2019.3,3,5,4,354,12,Loyal Customers
14148,234.0,2.0,466.29,2,2,2,222,6,Hibernating/Lost
14149,221.0,1.0,259.43,2,1,1,211,4,Hibernating/Lost
14150,36.0,2.0,658.64,4,2,3,423,9,New Customers
14151,673.0,2.0,666.7,1,2,3,123,6,Hibernating/Lost
14152,75.0,7.0,1975.44,3,4,4,344,11,Loyal Customers
14153,483.0,1.0,233.4,1,1,1,111,3,Hibernating/Lost
14154,239.0,8.0,6263.6,2,4,5,245,11,Can't Lose Them
14155,266.0,1.0,118.75,2,1,1,211,4,Hibernating/Lost
14156,10.0,156.0,296564.69,5,5,5,555,15,Champions
14157,20.0,5.0,970.33,4,4,3,443,11,Champions
14158,40.0,1.0,507.66,4,1,2,412,7,New Customers
14159,20.0,20.0,7571.88,4,5,5,455,14,Champions
14160,610.0,7.0,8421.47,1,4,5,145,10,Can't Lose Them
14161,216.0,7.0,3318.88,2,4,5,245,11,Can't Lose Them
14162,174.0,2.0,289.36,3,2,2,322,7,Potential Loyalists
14163,87.0,5.0,2594.62,3,4,4,344,11,Loyal Customers
14164,71.0,2.0,1631.77,3,2,4,324,9,Potential Loyalists
14165,276.0,1.0,122.53999999999999,2,1,1,211,4,Hibernating/Lost
14166,505.0,2.0,256.85,1,2,1,121,4,Hibernating/Lost
14167,39.0,8.0,1296.49,4,4,4,444,12,Champions
14168,421.0,2.0,305.9,1,2,2,122,5,Hibernating/Lost
14169,431.0,2.0,624.4300000000001,1,2,3,123,6,Hibernating/Lost
14170,375.0,3.0,597.33,2,3,2,232,7,At Risk
14171,98.0,2.0,498.79,3,2,2,322,7,Potential Loyalists
14172,605.0,3.0,389.97,1,3,2,132,6,At Risk
14173,11.0,6.0,566.95,5,4,2,542,11,Champions
14174,33.0,1.0,134.46,4,1,1,411,6,New Customers
14175,60.0,8.0,7350.44,3,4,5,345,12,Loyal Customers
14176,297.0,5.0,913.11,2,4,3,243,9,Can't Lose Them
14177,86.0,13.0,2224.39,3,5,4,354,12,Loyal Customers
14178,9.0,7.0,1620.93,5,4,4,544,13,Champions
14179,41.0,2.0,719.78,4,2,3,423,9,New Customers
14180,11.0,33.0,6110.75,5,5,5,555,15,Champions
14181,411.0,2.0,310.55,1,2,2,122,5,Hibernating/Lost
14182,444.0,4.0,660.07,1,3,3,133,7,At Risk
14183,411.0,2.0,286.29,1,2,2,122,5,Hibernating/Lost
14184,67.0,1.0,452.89,3,1,2,312,6,Potential Loyalists
14185,331.0,1.0,197.65,2,1,1,211,4,Hibernating/Lost
14186,427.0,5.0,1550.63,1,4,4,144,9,Can't Lose Them
14187,474.0,1.0,123.5,1,1,1,111,3,Hibernating/Lost
14188,31.0,6.0,2018.91,4,4,4,444,12,Champions
14189,2.0,16.0,5764.62,5,5,5,555,15,Champions
14190,666.0,1.0,79.9,1,1,1,111,3,Hibernating/Lost
14191,2.0,15.0,4713.41,5,5,5,555,15,Champions
14192,388.0,1.0,293.74,2,1,2,212,5,Hibernating/Lost
14193,68.0,3.0,1210.19,3,3,4,334,10,Loyal Customers
14194,5.0,36.0,18442.87,5,5,5,555,15,Champions
14195,202.0,6.0,2381.24,2,4,4,244,10,Can't Lose Them
14196,107.0,1.0,335.52,3,1,2,312,6,Potential Loyalists
14197,411.0,1.0,390.05,1,1,2,112,4,Hibernating/Lost
14198,18.0,9.0,1527.58,5,5,4,554,14,Champions
14199,218.0,4.0,916.4999999999999,2,3,3,233,8,At Risk
14200,617.0,1.0,379.2,1,1,2,112,4,Hibernating/Lost
14201,60.0,10.0,1134.14,3,5,3,353,11,Loyal Customers
14202,381.0,3.0,847.76,2,3,3,233,8,At Risk
14203,397.0,1.0,339.34,2,1,2,212,5,Hibernating/Lost
14204,2.0,4.0,1062.96,5,3,3,533,11,Loyal Customers
14205,17.0,9.0,1908.38,5,5,4,554,14,Champions
14206,239.0,3.0,1145.21,2,3,3,233,8,At Risk
14207,688.0,1.0,157.8,1,1,1,111,3,Hibernating/Lost
14208,95.0,2.0,567.05,3,2,2,322,7,Potential Loyalists
14209,11.0,15.0,4937.37,5,5,5,555,15,Champions
14210,106.0,16.0,5814.320000000001,3,5,5,355,13,Loyal Customers
14211,53.0,18.0,4301.69,4,5,5,455,14,Champions
14212,90.0,2.0,2190.14,3,2,4,324,9,Potential Loyalists
14213,405.0,1.0,-1192.2,2,1,1,211,4,Hibernating/Lost
14214,31.0,5.0,1000.23,4,4,3,443,11,Champions
14215,12.0,9.0,3404.53,5,5,5,555,15,Champions
14216,3.0,5.0,2142.39,5,4,4,544,13,Champions
14217,2.0,23.0,3206.87,5,5,5,555,15,Champions
14218,43.0,1.0,169.48000000000002,4,1,1,411,6,New Customers
14219,4.0,3.0,633.83,5,3,3,533,11,Loyal Customers
14220,247.0,4.0,1515.0,2,3,4,234,9,At Risk
14221,42.0,17.0,6506.59,4,5,5,455,14,Champions
14222,177.0,1.0,683.17,3,1,3,313,7,Potential Loyalists
14223,92.0,3.0,975.23,3,3,3,333,9,Loyal Customers
14224,110.0,9.0,1897.9,3,5,4,354,12,Loyal Customers
14225,435.0,4.0,2015.12,1,3,4,134,8,At Risk
14226,29.0,6.0,2967.78,4,4,5,445,13,Champions
14227,26.0,15.0,6327.31,4,5,5,455,14,Champions
14228,438.0,3.0,745.5,1,3,3,133,7,At Risk
14229,52.0,7.0,2468.99,4,4,4,444,12,Champions
14230,436.0,3.0,979.8000000000001,1,3,3,133,7,At Risk
14231,184.0,4.0,1131.97,3,3,3,333,9,Loyal Customers
14232,43.0,5.0,2043.93,4,4,4,444,12,Champions
14233,49.0,7.0,2766.96,4,4,4,444,12,Champions
14234,22.0,4.0,775.46,4,3,3,433,10,Loyal Customers
14235,75.0,9.0,4666.99,3,5,5,355,13,Loyal Customers
14236,81.0,5.0,1732.74,3,4,4,344,11,Loyal Customers
14237,373.0,2.0,627.04,2,2,3,223,7,Hibernating/Lost
14238,326.0,3.0,434.23,2,3,2,232,7,At Risk
14239,43.0,21.0,4203.72,4,5,5,455,14,Champions
14240,30.0,3.0,1247.49,4,3,4,434,11,Loyal Customers
14241,184.0,2.0,333.70000000000005,3,2,2,322,7,Potential Loyalists
14242,235.0,2.0,280.55,2,2,2,222,6,Hibernating/Lost
14243,9.0,17.0,7365.36,5,5,5,555,15,Champions
14244,661.0,1.0,354.82,1,1,2,112,4,Hibernating/Lost
14245,220.0,2.0,1677.48,2,2,4,224,8,Hibernating/Lost
14246,111.0,3.0,1474.06,3,3,4,334,10,Loyal Customers
14247,278.0,5.0,769.71,2,4,3,243,9,Can't Lose Them
14248,318.0,3.0,1032.95,2,3,3,233,8,At Risk
14249,411.0,12.0,5625.461,1,5,5,155,11,Can't Lose Them
14250,7.0,3.0,1904.05,5,3,4,534,12,Loyal Customers
14251,2.0,5.0,2879.7000000000003,5,4,4,544,13,Champions
14252,381.0,1.0,350.99,2,1,2,212,5,Hibernating/Lost
14253,493.0,2.0,363.40000000000003,1,2,2,122,5,Hibernating/Lost
14254,433.0,1.0,601.03,1,1,3,113,5,Hibernating/Lost
14255,546.0,1.0,-1441.6,1,1,1,111,3,Hibernating/Lost
14256,260.0,5.0,2397.34,2,4,4,244,10,Can't Lose Them
14257,64.0,9.0,5942.0,3,5,5,355,13,Loyal Customers
14258,9.0,25.0,31027.35,5,5,5,555,15,Champions
14259,142.0,1.0,120.0,3,1,1,311,5,Potential Loyalists
14260,471.0,3.0,824.28,1,3,3,133,7,At Risk
14261,51.0,2.0,1163.45,4,2,3,423,9,New Customers
14262,8.0,8.0,2618.23,5,4,4,544,13,Champions
14263,423.0,1.0,322.93,1,1,2,112,4,Hibernating/Lost
14264,155.0,6.0,1461.3600000000001,3,4,4,344,11,Loyal Customers
14265,109.0,4.0,1373.35,3,3,4,334,10,Loyal Customers
14266,428.0,1.0,40.56,1,1,1,111,3,Hibernating/Lost
14267,163.0,3.0,1259.19,3,3,4,334,10,Loyal Customers
14268,471.0,1.0,354.85,1,1,2,112,4,Hibernating/Lost
14269,439.0,1.0,261.68,1,1,1,111,3,Hibernating/Lost
14270,332.0,1.0,492.65000000000003,2,1,2,212,5,Hibernating/Lost
14271,226.0,2.0,219.13,2,2,1,221,5,Hibernating/Lost
14272,74.0,4.0,920.81,3,3,3,333,9,Loyal Customers
14273,51.0,4.0,559.97,4,3,2,432,9,Loyal Customers
14274,686.0,1.0,256.6,1,1,1,111,3,Hibernating/Lost
14275,396.0,6.0,1189.3799999999999,2,4,3,243,9,Can't Lose Them
14276,99.0,7.0,1929.32,3,4,4,344,11,Loyal Customers
14277,15.0,9.0,4324.47,5,5,5,555,15,Champions
14278,410.0,1.0,205.83,2,1,1,211,4,Hibernating/Lost
14279,521.0,2.0,191.86,1,2,1,121,4,Hibernating/Lost
14280,197.0,1.0,134.04,2,1,1,211,4,Hibernating/Lost
14281,408.0,1.0,245.15,2,1,1,211,4,Hibernating/Lost
14282,3.0,25.0,7844.66,5,5,5,555,15,Champions
14283,463.0,4.0,628.4399999999999,1,3,3,133,7,At Risk
14284,31.0,3.0,1282.85,4,3,4,434,11,Loyal Customers
14285,21.0,8.0,3158.64,4,4,5,445,13,Champions
14286,24.0,7.0,8396.7,4,4,5,445,13,Champions
14287,8.0,3.0,151.23000000000002,5,3,1,531,9,Loyal Customers
14288,213.0,1.0,413.85,2,1,2,212,5,Hibernating/Lost
14289,9.0,6.0,911.26,5,4,3,543,12,Champions
14290,11.0,8.0,4208.93,5,4,5,545,14,Champions
14291,2.0,23.0,7844.4,5,5,5,555,15,Champions
14292,8.0,16.0,8887.9,5,5,5,555,15,Champions
14293,3.0,9.0,3174.33,5,5,5,555,15,Champions
14294,407.0,1.0,375.34,2,1,2,212,5,Hibernating/Lost
14295,40.0,5.0,2316.06,4,4,4,444,12,Champions
14296,421.0,2.0,448.45,1,2,2,122,5,Hibernating/Lost
14297,18.0,4.0,1284.06,5,3,4,534,12,Loyal Customers
14298,8.0,82.0,90489.31,5,5,5,555,15,Champions
14299,8.0,27.0,12827.77,5,5,5,555,15,Champions
14300,19.0,1.0,43.2,5,1,1,511,7,New Customers
14301,117.0,4.0,1956.23,3,3,4,334,10,Loyal Customers
14302,431.0,3.0,742.9000000000001,1,3,3,133,7,At Risk
14303,407.0,2.0,277.94,2,2,2,222,6,Hibernating/Lost
14304,223.0,3.0,1523.81,2,3,4,234,9,At Risk
14305,71.0,3.0,1803.76,3,3,4,334,10,Loyal Customers
14306,51.0,6.0,3141.5,4,4,5,445,13,Champions
14307,89.0,10.0,5063.08,3,5,5,355,13,Loyal Customers
14308,549.0,2.0,-849.45,1,2,1,121,4,Hibernating/Lost
14309,8.0,11.0,3747.96,5,5,5,555,15,Champions
14310,433.0,1.0,492.1,1,1,2,112,4,Hibernating/Lost
14311,243.0,2.0,435.90000000000003,2,2,2,222,6,Hibernating/Lost
14312,47.0,11.0,3090.29,4,5,5,455,14,Champions
14314,107.0,2.0,221.9,3,2,1,321,6,Potential Loyalists
14315,45.0,8.0,3168.72,4,4,5,445,13,Champions
14316,422.0,5.0,1355.34,1,4,4,144,9,Can't Lose Them
14317,65.0,1.0,508.58000000000004,3,1,2,312,6,Potential Loyalists
14318,460.0,1.0,158.02,1,1,1,111,3,Hibernating/Lost
14319,424.0,1.0,476.95000000000005,1,1,2,112,4,Hibernating/Lost
14320,207.0,5.0,1204.1200000000001,2,4,3,243,9,Can't Lose Them
14321,11.0,7.0,2198.58,5,4,4,544,13,Champions
14322,429.0,4.0,384.3,1,3,2,132,6,At Risk
14323,115.0,2.0,574.26,3,2,2,322,7,Potential Loyalists
14324,410.0,2.0,701.61,2,2,3,223,7,Hibernating/Lost
14325,570.0,1.0,245.48000000000002,1,1,1,111,3,Hibernating/Lost
14326,242.0,3.0,923.98,2,3,3,233,8,At Risk
14327,163.0,6.0,1894.93,3,4,4,344,11,Loyal Customers
14328,438.0,1.0,-445.06,1,1,1,111,3,Hibernating/Lost
14329,17.0,15.0,9735.52,5,5,5,555,15,Champions
14330,624.0,1.0,200.63,1,1,1,111,3,Hibernating/Lost
14331,124.0,2.0,462.65999999999997,3,2,2,322,7,Potential Loyalists
14332,23.0,5.0,1943.51,4,4,4,444,12,Champions
14333,68.0,1.0,351.45,3,1,2,312,6,Potential Loyalists
14334,17.0,12.0,4292.98,5,5,5,555,15,Champions
14335,16.0,2.0,468.26,5,2,2,522,9,New Customers
14336,17.0,4.0,1614.91,5,3,4,534,12,Loyal Customers
14338,161.0,3.0,894.1,3,3,3,333,9,Loyal Customers
14339,243.0,2.0,600.66,2,2,3,223,7,Hibernating/Lost
14340,219.0,1.0,134.7,2,1,1,211,4,Hibernating/Lost
14341,45.0,18.0,4443.47,4,5,5,455,14,Champions
14342,21.0,6.0,842.74,4,4,3,443,11,Champions
14343,421.0,4.0,1088.91,1,3,3,133,7,At Risk
14344,127.0,20.0,3333.7000000000003,3,5,5,355,13,Loyal Customers
14345,39.0,1.0,108.97999999999999,4,1,1,411,6,New Customers
14346,121.0,5.0,2315.75,3,4,4,344,11,Loyal Customers
14347,737.0,1.0,82.6,1,1,1,111,3,Hibernating/Lost
14348,260.0,1.0,409.57,2,1,2,212,5,Hibernating/Lost
14349,10.0,1.0,133.5,5,1,1,511,7,New Customers
14350,274.0,3.0,947.8,2,3,3,233,8,At Risk
14351,165.0,1.0,51.0,3,1,1,311,5,Potential Loyalists
14352,157.0,4.0,1078.96,3,3,3,333,9,Loyal Customers
14353,215.0,3.0,376.5,2,3,2,232,7,At Risk
14354,6.0,2.0,163.62,5,2,1,521,8,New Customers
14355,366.0,3.0,1014.45,2,3,3,233,8,At Risk
14356,80.0,2.0,666.9399999999999,3,2,3,323,8,Potential Loyalists
14357,43.0,1.0,225.77,4,1,1,411,6,New Customers
14358,389.0,2.0,384.29999999999995,2,2,2,222,6,Hibernating/Lost
14359,19.0,3.0,882.58,5,3,3,533,11,Loyal Customers
14360,32.0,4.0,2128.23,4,3,4,434,11,Loyal Customers
14361,579.0,1.0,214.70999999999998,1,1,1,111,3,Hibernating/Lost
14362,22.0,1.0,161.2,4,1,1,411,6,New Customers
14363,402.0,2.0,227.47000000000003,2,2,1,221,5,Hibernating/Lost
14364,109.0,8.0,3717.35,3,4,5,345,12,Loyal Customers
14365,395.0,2.0,634.68,2,2,3,223,7,Hibernating/Lost
14366,525.0,1.0,136.0,1,1,1,111,3,Hibernating/Lost
14367,8.0,16.0,9167.82,5,5,5,555,15,Champions
14368,320.0,1.0,155.0,2,1,1,211,4,Hibernating/Lost
14369,642.0,2.0,469.13,1,2,2,122,5,Hibernating/Lost
14370,451.0,6.0,1092.13,1,4,3,143,8,Can't Lose Them
14371,295.0,1.0,100.5,2,1,1,211,4,Hibernating/Lost
14372,443.0,2.0,830.1800000000001,1,2,3,123,6,Hibernating/Lost
14373,358.0,1.0,76.55,2,1,1,211,4,Hibernating/Lost
14374,541.0,1.0,108.0,1,1,1,111,3,Hibernating/Lost
14375,185.0,3.0,1132.99,3,3,3,333,9,Loyal Customers
14376,683.0,1.0,215.46,1,1,1,111,3,Hibernating/Lost
14377,191.0,2.0,617.05,2,2,3,223,7,Hibernating/Lost
14378,622.0,1.0,131.25,1,1,1,111,3,Hibernating/Lost
14379,44.0,4.0,1268.91,4,3,4,434,11,Loyal Customers
14380,682.0,1.0,-99.72999999999999,1,1,1,111,3,Hibernating/Lost
14381,52.0,2.0,631.34,4,2,3,423,9,New Customers
14382,26.0,2.0,1240.85,4,2,4,424,10,New Customers
14383,38.0,3.0,1247.69,4,3,4,434,11,Loyal Customers
14384,501.0,1.0,58.5,1,1,1,111,3,Hibernating/Lost
