Customer ID,Recency,Frequency,Monetary
13229,226.0,1.0,160.95
13230,4.0,30.0,6317.22
13232,13.0,7.0,1357.6
13233,74.0,4.0,1176.46
13234,673.0,2.0,356.95
13235,212.0,1.0,101.17000000000007
13236,25.0,2.0,727.27
13237,388.0,1.0,643.0
13238,17.0,6.0,986.73
13239,262.0,5.0,1579.84
13240,96.0,8.0,1661.17
13241,412.0,1.0,115.58
13242,112.0,7.0,699.4
13243,203.0,5.0,1278.04
13244,93.0,1.0,121.74000000000001
13245,51.0,2.0,989.22
13246,18.0,11.0,3277.68
13247,18.0,4.0,501.12
13248,125.0,2.0,465.68
13249,92.0,9.0,1608.93
13250,461.0,2.0,248.54000000000002
13251,402.0,1.0,252.68
13252,394.0,2.0,341.3
13253,157.0,4.0,2951.11
13254,376.0,1.0,51.410000000000004
13255,9.0,3.0,895.61
13257,436.0,1.0,117.95
13258,12.0,5.0,1035.18
13259,62.0,9.0,1433.38
13260,61.0,1.0,557.62
13261,269.0,2.0,944.1
13262,263.0,3.0,573.45
13263,1.0,39.0,8704.69
13264,443.0,1.0,722.5600000000001
13265,53.0,5.0,2107.66
13266,11.0,19.0,5965.3
13267,3.0,36.0,9512.210000000001
13268,18.0,11.0,3167.64
13269,1.0,28.0,8861.39
13270,366.0,1.0,1180.0
13271,37.0,1.0,178.26
13272,31.0,2.0,276.56
13273,113.0,1.0,138.98
13274,409.0,1.0,360.85
13275,384.0,2.0,241.66
13276,64.0,5.0,1918.56
13277,16.0,7.0,523.3
13278,41.0,4.0,1428.2
13279,78.0,1.0,126.30000000000001
13280,122.0,7.0,2297.13
13281,439.0,1.0,306.45
13282,18.0,4.0,1228.89
13283,60.0,4.0,373.36
13284,331.0,1.0,196.15
13285,23.0,6.0,3364.59
13286,600.0,1.0,734.91
13287,603.0,3.0,519.67
13288,443.0,5.0,892.16
13289,724.0,1.0,307.95
13290,438.0,1.0,-208.63
13291,156.0,11.0,3320.84
13292,39.0,5.0,987.79
13293,392.0,6.0,1180.34
13294,190.0,3.0,1689.53
13295,360.0,4.0,1058.02
13296,137.0,6.0,792.51
13297,8.0,7.0,4352.67
13298,1.0,1.0,360.0
13299,268.0,3.0,1173.3
13300,169.0,3.0,1267.21
13301,104.0,4.0,618.09
13302,155.0,2.0,159.2
13303,400.0,1.0,61.72
13304,351.0,4.0,1120.79
13305,4.0,16.0,3754.71
13306,430.0,1.0,53.65
13307,120.0,3.0,273.34
13308,23.0,4.0,1652.47
13309,7.0,6.0,1706.3700000000001
13310,28.0,5.0,1492.8
13311,4.0,2.0,598.57
13312,451.0,1.0,124.75
13313,22.0,12.0,3423.27
13314,2.0,3.0,578.66
13315,689.0,1.0,310.26
13316,37.0,10.0,12906.93
13317,66.0,19.0,6068.531
13318,1.0,3.0,640.76
13319,5.0,58.0,21706.09
13320,78.0,6.0,2160.95
13321,72.0,2.0,567.36
13322,17.0,1.0,199.48000000000002
13323,3.0,5.0,787.85
13324,36.0,18.0,10421.369999999999
13325,82.0,1.0,675.3
13326,432.0,1.0,281.76
13327,39.0,20.0,9741.03
13328,316.0,1.0,1308.48
13329,32.0,8.0,4977.0199999999995
13330,93.0,6.0,2806.18
13331,402.0,1.0,262.4
13332,14.0,1.0,350.9
13333,411.0,3.0,1015.74
13334,82.0,5.0,6257.0
13336,77.0,1.0,795.12
13337,546.0,1.0,1548.55
13338,158.0,4.0,2223.62
13339,201.0,1.0,860.12
13340,45.0,12.0,22100.56
13341,261.0,1.0,775.85
13343,178.0,1.0,303.93
13344,68.0,3.0,2543.72
13345,288.0,1.0,377.6
13346,463.0,6.0,299.4
13347,70.0,1.0,341.36
13348,64.0,1.0,233.76
13349,11.0,1.0,247.32
13350,16.0,2.0,910.72
13351,66.0,1.0,373.94
13352,60.0,1.0,389.28
13354,71.0,1.0,743.53
13355,122.0,1.0,674.7
13356,80.0,1.0,768.24
13357,257.0,5.0,3838.36
13358,269.0,1.0,439.03
13359,64.0,2.0,1001.96
13360,432.0,4.0,1464.1
13361,472.0,2.0,1450.5
13362,9.0,7.0,5357.57
13363,18.0,3.0,1723.86
13364,71.0,1.0,0.0
13365,34.0,2.0,2164.32
13366,50.0,1.0,56.160000000000004
13367,432.0,1.0,510.20000000000005
13368,257.0,4.0,1086.1
13369,366.0,1.0,572.03
13370,372.0,1.0,1442.64
13371,505.0,2.0,2271.46
13372,90.0,1.0,378.64
13373,61.0,6.0,7587.1900000000005
13374,415.0,2.0,422.8
13375,89.0,2.0,1786.48
13376,99.0,3.0,1019.76
13377,397.0,2.0,1495.43
13379,26.0,3.0,572.56
13380,433.0,1.0,62.4
13381,32.0,12.0,8185.02
13382,281.0,5.0,1387.58
13383,544.0,1.0,305.28000000000003
13384,31.0,11.0,6635.09
13385,330.0,1.0,534.57
13386,414.0,2.0,835.46
13387,417.0,1.0,189.44
13388,131.0,3.0,1135.7
13389,11.0,3.0,797.96
13390,75.0,1.0,544.08
13391,204.0,1.0,59.8
13392,677.0,1.0,91.14
13393,584.0,4.0,1105.85
13394,2.0,19.0,6323.88
13395,185.0,3.0,1180.23
13396,29.0,2.0,1325.29
13397,73.0,10.0,3094.11
13398,192.0,2.0,670.34
13399,464.0,3.0,275.4
13400,583.0,1.0,300.93
13402,127.0,4.0,1535.13
13403,18.0,3.0,229.5
13404,1.0,2.0,252.49
13405,74.0,6.0,1196.561
13406,427.0,2.0,557.22
13407,579.0,3.0,2111.89
13408,2.0,106.0,50852.852
13410,24.0,9.0,2172.51
13411,107.0,1.0,213.55
13412,620.0,1.0,487.34999999999997
13413,640.0,6.0,345.8
13414,134.0,6.0,2482.24
13415,473.0,4.0,681.92
13416,44.0,3.0,940.8000000000001
13417,5.0,6.0,1593.89
13418,12.0,31.0,11916.16
13419,64.0,1.0,221.06
13420,150.0,2.0,140.35
13421,40.0,8.0,4088.82
13422,64.0,1.0,2601.55
13423,429.0,1.0,217.03
13424,450.0,1.0,557.92
13425,108.0,5.0,3375.9300000000003
13426,1.0,22.0,8076.76
13427,19.0,6.0,1006.53
13428,10.0,3.0,499.98
13429,11.0,4.0,1006.8
13430,19.0,2.0,648.6899999999999
13431,67.0,8.0,3289.24
13432,571.0,2.0,439.1
13433,501.0,4.0,656.87
13434,74.0,5.0,1666.8600000000001
13435,5.0,9.0,4459.83
13436,2.0,1.0,196.89
13437,14.0,7.0,3408.06
13438,547.0,1.0,46.5
13439,255.0,3.0,986.61
13440,423.0,7.0,1213.95
13441,92.0,2.0,720.9
13442,667.0,3.0,419.87
13443,449.0,6.0,1247.71
13444,374.0,2.0,631.6800000000001
13445,626.0,1.0,241.89999999999998
13446,430.0,11.0,3608.86
13447,23.0,3.0,1104.23
13448,17.0,13.0,8447.75
13449,24.0,1.0,291.88
13450,27.0,13.0,4117.54
13451,26.0,11.0,7119.97
13452,259.0,3.0,729.8
13453,166.0,3.0,758.99
13454,641.0,1.0,219.87
13455,25.0,6.0,2773.82
13456,18.0,6.0,1737.8200000000002
13457,689.0,2.0,143.27
13458,7.0,16.0,11850.62
13459,625.0,2.0,1160.4099999999999
13460,29.0,2.0,183.44
13461,39.0,6.0,4138.5
13462,253.0,5.0,1145.6
13464,58.0,6.0,3083.89
13465,446.0,2.0,931.12
13466,184.0,5.0,952.25
13467,11.0,2.0,1083.71
13468,2.0,72.0,13091.61
13469,653.0,1.0,82.4
13470,99.0,2.0,165.0
13471,1.0,4.0,2531.58
13472,464.0,2.0,592.24
13473,61.0,8.0,2410.98
13474,236.0,3.0,663.79
13475,191.0,4.0,1431.78
13476,179.0,5.0,1915.77
13477,38.0,11.0,2821.12
13478,469.0,5.0,2068.03
13479,201.0,4.0,808.5
13480,417.0,2.0,627.82
13481,46.0,11.0,3798.84
13482,232.0,2.0,336.09
13483,66.0,1.0,140.34
13484,241.0,3.0,767.32
13485,233.0,11.0,2957.92
13486,78.0,3.0,1122.41
13487,58.0,5.0,846.87
13488,17.0,23.0,15513.73
13489,105.0,4.0,449.52
13490,654.0,1.0,154.25
13491,52.0,27.0,4566.56
13492,136.0,3.0,1269.84
13493,275.0,2.0,618.63
13494,312.0,1.0,316.26000000000005
13495,8.0,10.0,5246.61
13496,11.0,2.0,617.93
13497,283.0,6.0,1266.33
13498,730.0,1.0,327.38
13499,18.0,5.0,1146.96
13500,23.0,4.0,1436.3
13501,288.0,3.0,2840.26
13502,17.0,5.0,774.6
13503,71.0,6.0,1793.54
13504,64.0,1.0,295.93
13505,73.0,4.0,4282.88
13506,316.0,5.0,1609.65
13507,3.0,4.0,2479.16
13508,244.0,2.0,287.05
13509,9.0,8.0,1114.72
13510,1.0,11.0,4488.39
13511,677.0,1.0,244.61
13512,261.0,4.0,713.39
13513,127.0,3.0,796.99
13514,74.0,4.0,815.9000000000001
13515,73.0,6.0,1265.82
13516,21.0,4.0,1685.26
13517,60.0,3.0,2109.07
13518,86.0,1.0,659.4399999999999
13519,78.0,2.0,331.26
13520,59.0,11.0,6680.65
13521,1.0,3.0,1093.65
13522,30.0,1.0,125.80000000000001
13523,33.0,6.0,4892.02
13524,41.0,5.0,680.1800000000001
13525,15.0,2.0,628.78
13526,738.0,2.0,942.5999999999999
13527,34.0,12.0,4650.04
13529,79.0,2.0,307.76
13530,634.0,1.0,402.97999999999996
13531,205.0,6.0,1738.52
13532,34.0,1.0,210.31
13533,183.0,3.0,270.79
13534,2.0,35.0,7324.5
13535,403.0,1.0,89.5
13536,1.0,7.0,3448.29
13537,426.0,2.0,717.85
13538,43.0,12.0,3112.73
13539,86.0,7.0,1531.26
13540,467.0,3.0,632.39
13541,427.0,2.0,717.9
13542,377.0,17.0,3970.77
13543,634.0,2.0,1439.6100000000001
13544,40.0,6.0,820.5
13545,391.0,2.0,347.35
13546,12.0,5.0,1092.14
13547,408.0,1.0,175.53
13548,96.0,3.0,908.99
13549,26.0,8.0,1003.72
13550,383.0,1.0,349.51
13551,319.0,2.0,244.2
13552,66.0,22.0,6618.63
13553,675.0,1.0,517.8
13554,380.0,7.0,1556.3899999999999
13555,74.0,13.0,8906.34
13556,429.0,2.0,200.82
13557,28.0,13.0,2980.08
13558,6.0,4.0,605.06
13559,513.0,2.0,990.0
13560,7.0,1.0,174.37
13561,216.0,11.0,1820.72
13562,82.0,8.0,4838.18
13563,84.0,2.0,777.53
13564,144.0,37.0,15786.720000000001
13565,19.0,3.0,414.8
13566,41.0,5.0,1708.1200000000001
13567,428.0,4.0,1078.59
13568,173.0,1.0,192.85
13569,17.0,4.0,893.78
13570,243.0,1.0,239.49
13571,13.0,26.0,4546.54
13572,206.0,1.0,1384.25
13573,50.0,6.0,916.47
13574,411.0,1.0,421.25
13575,23.0,5.0,732.0699999999999
13576,10.0,28.0,11516.15
13577,25.0,11.0,3346.62
13578,409.0,1.0,147.66
13579,15.0,5.0,1535.84
13580,406.0,1.0,107.75
13581,309.0,2.0,280.53000000000003
13582,390.0,2.0,241.68
13583,156.0,2.0,1445.031
13584,307.0,3.0,347.15
13585,531.0,3.0,674.46
13586,541.0,1.0,131.53
13587,64.0,4.0,1308.1
13588,16.0,9.0,2445.12
13589,15.0,6.0,1120.74
13590,11.0,18.0,6298.29
13591,65.0,7.0,2081.19
13592,36.0,4.0,247.95999999999998
13593,108.0,14.0,5475.21
13594,53.0,2.0,508.42
13595,517.0,3.0,818.22
13596,6.0,2.0,697.04
13597,400.0,2.0,372.21
13598,47.0,5.0,776.84
13599,1.0,33.0,9790.34
13600,312.0,2.0,518.42
13601,45.0,4.0,1185.14
13602,65.0,4.0,1025.17
13603,26.0,1.0,164.34
13604,659.0,1.0,713.39
13605,387.0,2.0,522.67
13606,29.0,3.0,280.53999999999996
13607,40.0,2.0,1060.6100000000001
13608,541.0,1.0,236.2
13609,593.0,1.0,167.35
13610,12.0,14.0,2144.13
13611,89.0,10.0,3281.03
13612,633.0,1.0,777.79
13613,453.0,5.0,1039.8500000000001
13614,24.0,6.0,2359.19
13615,319.0,8.0,6212.2300000000005
13616,568.0,2.0,288.1
13617,40.0,8.0,1263.8
13618,174.0,1.0,177.34
13619,545.0,2.0,231.69
13620,528.0,1.0,112.34
13621,117.0,1.0,213.85
13622,696.0,1.0,651.45
13623,31.0,10.0,2446.36
13624,388.0,1.0,427.18
13625,597.0,1.0,301.26
13626,253.0,2.0,689.49
13627,59.0,7.0,2217.55
13628,676.0,1.0,310.14
13629,23.0,19.0,13370.86
13630,5.0,7.0,1995.68
13631,100.0,11.0,3021.77
13632,25.0,8.0,3634.7000000000003
13634,33.0,16.0,4519.55
13635,68.0,4.0,2948.22
13636,37.0,5.0,941.62
13637,52.0,3.0,810.5
13638,16.0,1.0,122.64
13639,74.0,2.0,1346.27
13640,611.0,1.0,405.0
13641,641.0,5.0,921.82
13642,216.0,4.0,501.97
13643,31.0,10.0,2112.17
13644,16.0,4.0,2597.52
13645,120.0,1.0,252.1
13646,400.0,2.0,323.3
13647,10.0,8.0,3063.78
13648,400.0,8.0,1679.01
13649,257.0,6.0,1678.88
13650,17.0,10.0,3098.5
13651,35.0,3.0,208.95
13652,46.0,5.0,2570.85
13653,488.0,1.0,152.2
13654,43.0,11.0,6308.0
13655,114.0,6.0,2259.3
13656,165.0,4.0,1053.35
13657,11.0,2.0,382.14
13658,10.0,9.0,5772.07
13659,206.0,12.0,4716.63
13660,400.0,1.0,303.69
13661,603.0,1.0,325.24
13662,86.0,11.0,2183.13
13663,179.0,5.0,2013.6100000000001
13665,386.0,3.0,1711.6599999999999
13666,60.0,5.0,127.89999999999999
13667,149.0,1.0,305.02
13668,3.0,35.0,12749.14
13669,51.0,3.0,413.55
13670,75.0,1.0,349.7
13671,395.0,1.0,194.95
13672,301.0,3.0,162.07000000000002
13673,19.0,2.0,396.92
13674,433.0,1.0,215.88
13675,151.0,2.0,486.82000000000005
13676,539.0,2.0,153.15
13677,405.0,2.0,556.1899999999999
13678,152.0,1.0,232.6
13679,494.0,3.0,281.26
13680,1.0,12.0,9915.56
13681,18.0,4.0,827.83
13682,187.0,1.0,59.5
13683,458.0,1.0,258.6
13684,286.0,4.0,546.52
13685,3.0,7.0,3119.44
13686,183.0,3.0,409.04
13687,438.0,1.0,11880.84
13688,635.0,1.0,375.5
13689,63.0,2.0,1259.5
13690,59.0,1.0,172.25
13691,396.0,1.0,212.78
13692,25.0,5.0,3016.4500000000003
13693,374.0,9.0,1948.32
13694,4.0,143.0,190825.52
13695,31.0,16.0,2770.73
13696,422.0,3.0,2008.7
13697,39.0,1.0,151.29999999999998
13698,597.0,2.0,465.53000000000003
13699,155.0,2.0,711.4
13700,26.0,13.0,2586.21
13701,447.0,1.0,159.55
13702,446.0,1.0,135.18
13703,318.0,2.0,99.5
13704,5.0,9.0,2295.31
13705,8.0,7.0,2035.33
13706,303.0,2.0,631.17
13707,267.0,5.0,3365.86
13708,271.0,1.0,296.88
13709,4.0,18.0,7512.81
13710,32.0,3.0,509.52
13711,219.0,9.0,1632.6100000000001
13712,247.0,2.0,766.42
13713,408.0,3.0,743.26
13714,465.0,1.0,161.35
13715,281.0,17.0,8438.34
13716,269.0,1.0,138.28
13717,32.0,8.0,1748.05
13718,246.0,2.0,306.55
13719,15.0,11.0,2815.25
13720,117.0,4.0,799.9
13721,36.0,2.0,741.54
13722,132.0,10.0,5629.16
13723,217.0,6.0,1209.2
13724,637.0,1.0,213.01
13725,50.0,8.0,1809.81
13726,39.0,2.0,1079.6599999999999
13727,29.0,8.0,1067.3
13728,37.0,16.0,2855.17
13729,436.0,3.0,676.4300000000001
13730,136.0,2.0,752.6
13731,219.0,2.0,610.59
13732,28.0,1.0,491.86
13733,411.0,2.0,484.53000000000003
13734,509.0,4.0,3451.2900000000004
13735,25.0,13.0,9472.81
13736,5.0,7.0,2715.01
13737,200.0,1.0,339.59999999999997
13738,396.0,1.0,440.93
13739,18.0,2.0,292.2
13740,241.0,5.0,1597.77
13741,72.0,3.0,666.33
13742,17.0,12.0,3102.42
13743,3.0,7.0,1340.1499999999999
13744,95.0,2.0,1156.36
13745,162.0,2.0,761.27
13746,414.0,1.0,176.69
13747,374.0,2.0,249.39999999999998
13748,96.0,9.0,2268.35
13750,54.0,11.0,3563.6
13751,288.0,1.0,296.25
13752,124.0,7.0,1590.73
13753,288.0,4.0,2094.57
13754,152.0,3.0,447.05
13755,4.0,9.0,2154.68
13756,2.0,23.0,9147.2
13757,675.0,1.0,195.55
13758,12.0,15.0,9263.14
13759,33.0,2.0,659.4100000000001
13760,54.0,5.0,1358.6399999999999
13761,50.0,6.0,1952.17
13762,219.0,5.0,2165.76
13763,63.0,3.0,5181.99
13764,71.0,6.0,2953.26
13765,653.0,1.0,352.821
13766,495.0,1.0,190.35
13767,2.0,73.0,35115.68
13768,727.0,2.0,758.07
13769,2.0,20.0,5766.63
13770,422.0,4.0,785.37
13771,64.0,9.0,5726.07
13772,34.0,8.0,3094.72
13773,397.0,2.0,301.54
13774,82.0,1.0,345.0
13775,591.0,1.0,1049.66
13776,428.0,2.0,-340.17
13777,1.0,61.0,56016.57
13778,103.0,4.0,1116.54
13779,516.0,1.0,161.13
13780,7.0,3.0,735.82
13781,251.0,3.0,770.88
13782,13.0,13.0,1785.77
13783,488.0,4.0,1542.09
13784,10.0,14.0,2897.18
13785,429.0,4.0,542.49
13786,367.0,6.0,2736.41
13787,76.0,6.0,1173.7
13788,505.0,1.0,3.75
13789,388.0,1.0,239.45999999999998
13790,4.0,1.0,348.8
13791,128.0,2.0,1047.68
13792,66.0,3.0,383.95
13793,647.0,1.0,96.0
13794,547.0,1.0,126.03
13795,388.0,4.0,836.3
13796,499.0,1.0,289.7
13797,437.0,3.0,1168.45
13798,1.0,110.0,73573.47
13799,117.0,9.0,2039.82
13800,310.0,3.0,1679.56
13801,67.0,1.0,324.8
13802,139.0,19.0,25491.56
13803,255.0,3.0,1319.1100000000001
13804,31.0,9.0,3208.52
13805,52.0,2.0,924.6
13806,64.0,1.0,256.38
13807,367.0,3.0,509.9
13808,6.0,5.0,1747.66
13809,305.0,3.0,679.7
13810,29.0,3.0,899.51
13811,184.0,3.0,591.75
13812,42.0,3.0,539.0
13813,40.0,8.0,2686.42
13814,92.0,3.0,2239.07
13815,22.0,8.0,7285.79
13816,24.0,2.0,555.04
13817,29.0,2.0,382.98
13818,430.0,1.0,61.28
13819,302.0,6.0,2631.1
13820,418.0,3.0,640.4
13821,145.0,6.0,1387.03
13822,6.0,2.0,632.0
13823,19.0,7.0,3358.55
13824,33.0,12.0,3273.36
13825,622.0,2.0,255.59
13826,176.0,1.0,174.65
13827,58.0,3.0,412.05
13828,22.0,1.0,209.49
13829,421.0,1.0,0.0
13830,582.0,1.0,135.95000000000002
13831,16.0,18.0,7009.18
13832,19.0,2.0,602.4399999999999
13833,159.0,2.0,701.36
13834,577.0,2.0,247.89
13835,25.0,7.0,1044.82
13836,399.0,2.0,602.52
13837,212.0,2.0,271.24
13838,6.0,10.0,1966.09
13839,486.0,1.0,139.95000000000002
13840,416.0,1.0,651.4
13841,253.0,1.0,85.0
13842,59.0,18.0,5604.96
13843,381.0,1.0,319.75
13844,11.0,1.0,361.62
13845,65.0,1.0,312.98
13846,25.0,4.0,1290.34
13847,720.0,1.0,310.72
13848,92.0,8.0,3335.0
13849,52.0,5.0,3443.8
13850,129.0,1.0,1586.81
13851,96.0,8.0,4516.76
13852,611.0,1.0,170.45000000000002
13853,57.0,1.0,1056.94
13854,9.0,39.0,12158.21
13855,501.0,4.0,1253.94
13856,169.0,11.0,1058.88
13857,393.0,6.0,997.11
13858,57.0,1.0,216.17
13859,326.0,2.0,515.86
13860,1.0,5.0,1240.0
13861,429.0,2.0,251.31
13862,18.0,9.0,2534.04
13863,248.0,4.0,1217.63
13864,387.0,1.0,662.4000000000001
13865,58.0,4.0,501.56
13866,74.0,1.0,145.67000000000002
13867,31.0,3.0,1015.29
13868,7.0,2.0,3192.54
13869,123.0,10.0,8111.57
13870,2.0,15.0,5689.84
13871,23.0,17.0,7804.95
13872,527.0,3.0,891.32
13873,120.0,8.0,1031.02
13874,358.0,7.0,1989.2
13875,54.0,14.0,4814.37
13876,64.0,1.0,122.7
13877,86.0,3.0,446.33
13878,55.0,4.0,2473.06
13879,646.0,1.0,395.5
13880,21.0,17.0,4391.66
13881,4.0,43.0,44392.5
13882,3.0,5.0,1131.28
13883,11.0,15.0,6342.74
13884,7.0,10.0,1852.38
13885,189.0,2.0,506.8
13886,71.0,1.0,243.56
13887,204.0,1.0,349.55
13888,120.0,7.0,2169.05
13889,93.0,6.0,1855.73
13890,1.0,14.0,2858.73
13891,378.0,3.0,863.5600000000001
13892,27.0,6.0,1267.6499999999999
13893,298.0,1.0,821.1
13894,24.0,3.0,535.97
13895,28.0,6.0,3923.62
13896,626.0,1.0,388.55
13897,50.0,3.0,1160.72
13898,326.0,2.0,686.4
13899,16.0,2.0,388.52
13900,183.0,6.0,1608.09
13901,72.0,15.0,5599.34
13902,632.0,5.0,30411.26
13903,400.0,1.0,165.45000000000002
13904,37.0,2.0,332.64
13905,733.0,1.0,244.45
13906,409.0,1.0,42.0
13907,692.0,1.0,136.8
13908,80.0,4.0,2347.05
13909,423.0,2.0,286.6
13911,57.0,20.0,4200.04
13912,424.0,1.0,124.95
13913,507.0,1.0,42.22
13914,12.0,2.0,613.95
13915,394.0,1.0,31.200000000000003
13916,464.0,4.0,1260.51
13917,50.0,2.0,272.04
13918,50.0,2.0,1212.8400000000001
13919,59.0,4.0,1326.03
13920,432.0,4.0,1734.88
13921,402.0,4.0,720.75
13922,352.0,3.0,824.7
13923,54.0,1.0,351.13
13924,2.0,6.0,1682.08
13925,93.0,4.0,616.65
13926,23.0,1.0,223.85000000000002
13927,75.0,2.0,689.96
13928,11.0,4.0,464.57
13929,169.0,11.0,3318.1
13930,58.0,2.0,337.34
13931,96.0,11.0,5250.78
13932,295.0,1.0,307.4
13933,109.0,2.0,608.7900000000001
13934,264.0,1.0,922.1
13935,597.0,3.0,6116.92
13936,180.0,3.0,924.36
13937,169.0,2.0,867.38
13938,35.0,1.0,71.66
13939,23.0,7.0,1533.66
13940,17.0,4.0,839.14
13941,22.0,15.0,10846.15
13942,535.0,1.0,320.0
13943,578.0,1.0,246.54
13944,653.0,1.0,200.43
13945,395.0,2.0,854.15
13946,79.0,6.0,1745.43
13947,65.0,1.0,90.6
13948,361.0,4.0,536.86
13949,3.0,6.0,2427.32
13950,11.0,4.0,728.56
13951,176.0,3.0,674.45
13952,218.0,14.0,12790.891
13953,7.0,12.0,6640.68
13954,2.0,2.0,378.59
13955,154.0,3.0,545.17
13956,5.0,5.0,1026.42
13957,418.0,3.0,458.25
13958,380.0,8.0,4402.33
13959,79.0,6.0,1076.18
13960,21.0,2.0,230.22
13961,392.0,1.0,498.7
13962,22.0,3.0,362.8
13963,308.0,17.0,2899.62
13964,387.0,2.0,421.9
13965,477.0,3.0,777.6600000000001
13966,435.0,1.0,390.86
13967,146.0,2.0,166.3
13968,423.0,1.0,123.66
13969,7.0,35.0,13212.77
13970,386.0,2.0,846.55
13971,19.0,14.0,4593.83
13972,71.0,2.0,190.25
13973,287.0,1.0,264.7
13974,49.0,2.0,663.52
13975,31.0,12.0,5327.29
13976,207.0,4.0,1192.36
13977,411.0,1.0,519.8100000000001
13978,15.0,2.0,196.79000000000002
13979,73.0,7.0,3326.83
13980,60.0,5.0,753.12
13981,416.0,1.0,327.39
13982,39.0,9.0,4418.79
13983,30.0,21.0,6993.41
13984,27.0,12.0,1616.1200000000001
13985,4.0,22.0,9982.31
13986,17.0,1.0,320.46
13987,380.0,2.0,682.54
13988,20.0,8.0,4708.64
13989,66.0,5.0,2026.06
13990,213.0,1.0,311.3
13991,12.0,6.0,850.63
13992,30.0,3.0,219.5
13993,43.0,19.0,6690.36
13994,4.0,6.0,2313.14
13995,15.0,14.0,3836.26
13996,386.0,2.0,895.76
13997,519.0,3.0,382.31
13998,447.0,3.0,566.7
13999,10.0,29.0,9438.01
14000,211.0,5.0,1877.5900000000001
14001,46.0,9.0,4517.34
14002,134.0,2.0,529.73
14003,733.0,1.0,209.41
14004,43.0,11.0,6258.45
14005,10.0,5.0,2874.72
14006,116.0,7.0,2196.67
14007,513.0,1.0,79.48
14008,432.0,1.0,493.74
14009,198.0,3.0,1090.23
14010,565.0,2.0,288.09999999999997
14011,480.0,2.0,451.91999999999996
14012,278.0,1.0,328.8
14013,110.0,5.0,1006.22
14014,77.0,3.0,1948.21
14015,53.0,1.0,917.34
14016,162.0,11.0,11379.71
14017,571.0,1.0,229.75
14018,645.0,1.0,367.15000000000003
14019,47.0,3.0,1398.96
14020,17.0,4.0,1213.26
14021,155.0,7.0,1716.58
14022,225.0,2.0,792.15
14023,7.0,2.0,584.07
14024,122.0,3.0,645.74
14025,465.0,8.0,3969.1
14026,471.0,2.0,713.11
14027,61.0,1.0,104.82
14028,550.0,3.0,3175.5
14029,63.0,2.0,467.66
14030,18.0,20.0,8145.59
14031,7.0,44.0,38025.97
14032,2.0,16.0,4786.07
14033,555.0,1.0,109.44
14034,22.0,3.0,512.02
14035,29.0,9.0,2852.47
14036,285.0,1.0,626.65
14037,176.0,6.0,755.95
14038,78.0,5.0,3000.93
14039,33.0,2.0,267.28000000000003
14040,41.0,35.0,12457.84
14041,266.0,1.0,141.41
14042,725.0,1.0,431.98
14043,491.0,2.0,301.3
14044,27.0,10.0,3106.15
14045,109.0,16.0,9660.63
14046,284.0,1.0,154.99
14047,9.0,14.0,4158.7300000000005
14048,305.0,3.0,713.89
14049,17.0,13.0,13064.03
14050,32.0,2.0,746.36
14051,1.0,37.0,22104.5
14052,20.0,2.0,480.81
14053,124.0,4.0,572.3
14054,65.0,1.0,92.46
14055,106.0,3.0,1520.96
14056,1.0,23.0,8124.4
14057,24.0,22.0,8338.28
14058,463.0,2.0,469.19
14059,267.0,1.0,183.6
14060,5.0,30.0,9503.14
14061,507.0,3.0,917.4300000000001
14062,10.0,24.0,25434.83
14063,438.0,9.0,-3767.1999999999994
14064,29.0,15.0,3039.75
14065,389.0,3.0,889.37
14066,267.0,1.0,152.55
14067,64.0,2.0,374.7
14068,320.0,4.0,1504.97
14069,515.0,2.0,230.06
14070,685.0,1.0,326.55
14071,4.0,8.0,1307.41
14072,667.0,1.0,390.85
14073,32.0,1.0,139.54
14074,623.0,1.0,219.39999999999998
14075,5.0,6.0,1734.87
14076,129.0,1.0,122.47
14077,41.0,6.0,615.0799999999999
14078,102.0,9.0,1692.6299999999999
14079,125.0,2.0,618.73
14080,33.0,5.0,1075.73
14081,302.0,10.0,5250.05
14082,365.0,2.0,413.36
14083,4.0,11.0,1407.26
14084,512.0,1.0,150.5
14085,2.0,33.0,10092.22
14086,463.0,1.0,39.95
14087,3.0,3.0,803.47
14088,10.0,16.0,62400.02
14089,57.0,1.0,161.0
14090,325.0,1.0,76.32000000000001
14091,654.0,2.0,9530.08
14092,8.0,24.0,7209.74
14093,12.0,1.0,442.85
14094,440.0,1.0,334.27
14095,723.0,1.0,2.95
14096,4.0,17.0,57120.909999999996
14097,481.0,2.0,422.85999999999996
14098,37.0,1.0,147.35
14099,16.0,20.0,5700.51
14100,138.0,1.0,194.9
14101,74.0,13.0,9942.13
14102,5.0,5.0,1314.73
14104,155.0,5.0,771.5799999999999
14105,239.0,5.0,5703.9800000000005
14106,737.0,1.0,214.79999999999998
14107,52.0,11.0,4853.7
14108,31.0,4.0,1041.21
14109,73.0,1.0,80.2
14110,4.0,33.0,12957.6
14111,14.0,4.0,688.6
14112,23.0,13.0,5524.51
14113,4.0,16.0,6156.75
14114,274.0,7.0,1364.09
14115,502.0,2.0,622.6700000000001
14116,20.0,5.0,1382.74
14117,144.0,1.0,90.0
14118,429.0,1.0,458.45
14119,376.0,2.0,163.47
14121,4.0,4.0,2740.3
14122,406.0,3.0,309.77
